							
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA
	16	4	2022	21:00	Bushkill	EEUU	Galones
	22	3	2022	21:21	French Camp	EEUU	Galones
	21	3	2022	19:30	Ho Chi Minh City (Vietnam)	Vietnam	Galones
	21	3	2022	19:30	Ho Chi Minh City	Vietnam	Galones
	3	3	2022	22:08	Laytonville	EEUU	Galones
	28	2	2022	20:41	Saint Louis	EEUU	Galones
	25	2	2022	0:16	Laytonville	EEUU	Galones
	15	2	2022	18:38	No especificado	EEUU	Galones
	14	2	2022	22:57	Naples	EEUU	Galones
	12	2	2022	14:39	Roslyn	EEUU	Galones
	6	2	2022	21:00	Eugene	EEUU	Galones
	3	2	2022	18:06	Hopkinsville	EEUU	Galones
	26	1	2022	18:09	Clarksville	EEUU	Galones
	19	1	2022	6:14	Richland Center	EEUU	Galones
	2	12	2021	13:00	N Ft Myers	EEUU	Galones
	29	11	2021	1:00	Absecon	EEUU	Galones
	25	11	2021	19:00	New Smyrna Beach	EEUU	Galones
	6	11	2021	20:25	Miramar	EEUU	Galones
	1	11	2021	13:00	Zoar (Small town in america)	EEUU	Galones
	30	10	2021	22:28	La Conner	EEUU	Galones
	28	10	2021	20:00	Oaxaca City (Mexico)	México	Galones
	28	10	2021	20:00	Oaxaca City (Mexico)	México	Galones
	24	10	2021	12:00	Brisbane (Australia)	Australia	Galones
	14	10	2021	19:38	Murrieta	EEUU	Galones
	9	10	2021	20:45	Hazlehurst	EEUU	Galones
	6	10	2021	19:30	Ottawa (Canada)	Canadá	Galones
	25	9	2021	5:00	Bremerton	EEUU	Galones
	12	9	2021	7:59	West Fallowfield	EEUU	Galones
	11	9	2021	22:05	Lake Worth	EEUU	Galones
	7	9	2021	22:41	San Marcos	EEUU	Galones
	5	9	2021	9:30	Everett	EEUU	Galones
	21	7	2021	23:28	Conyers	EEUU	Galones
	12	7	2021	23:00	Pacific	EEUU	Galones
	13	6	2021	21:00	Seaman	EEUU	Galones
	31	5	2021	21:39	Port allegany	EEUU	Galones
	22	5	2021	23:18	Alexander City	EEUU	Galones
	21	5	2021	23:35	Alexander City	EEUU	Galones
	23	4	2021	2:40	Firestone	EEUU	Galones
	10	4	2021	21:40	Tucson	EEUU	Galones
	5	4	2021	21:04	Independence	EEUU	Galones
	4	4	2021	21:12	Port Charlotte	EEUU	Galones
	27	3	2021	1:40	Cincinnati	EEUU	Galones
	25	3	2021	6:20	Apollo Beach	EEUU	Galones
	6	3	2021	18:00	Longmont	EEUU	Galones
	19	2	2021	2:17	Buda	EEUU	Galones
	17	2	2021	21:00	Medfield	EEUU	Galones
	15	2	2021	22:06	Las Vegas	EEUU	Galones
	29	1	2021	19:30	Demossville	EEUU	Galones
	28	1	2021	19:30	Demossville	EEUU	Galones
	13	12	2020	0:00	Clearwater	EEUU	Galones
	9	12	2020	19:00	Golden	EEUU	Galones
	7	12	2020	21:00	Garden Valley	EEUU	Galones
	3	12	2020	19:15	Amherst	EEUU	Galones
	24	11	2020	5:00	Grand Ledge	EEUU	Galones
	19	11	2020	21:04	Roseville	EEUU	Galones
	16	11	2020	19:18	Blue Springs	EEUU	Galones
	15	11	2020	9:00	Bradenton	EEUU	Galones
	5	11	2020	18:33	Georgetown	EEUU	Galones
	31	10	2020	22:00	San Jose	Costa Rica	Galones
	31	10	2020	18:12	Bellingham	EEUU	Galones
	22	10	2020	20:30	Modesto	EEUU	Galones
	17	10	2020	20:15	Temple Terrace	EEUU	Galones
	16	10	2020	22:45	Burnaby (Canada)	Canadá	Galones
	13	10	2020	21:00	La Loberia (Argentina)	Argentina	Galones
	10	10	2020	14:00	bidenhospice	EEUU	Galones
	7	10	2020	21:00	Ferndale	EEUU	Galones
	3	10	2020	0:38	Kelowna (Canada)	Canadá	Galones
	29	9	2020	9:00	Las Vegas/Ryolite (between)	EEUU	Galones
	19	9	2020	22:10	Plant City	EEUU	Galones
	12	9	2020	7:30	Ontario	EEUU	Galones
	30	8	2020	20:30	Ottawa	Canadá	Galones
	23	8	2020	23:00	London (Canada)	Canadá	Galones
	17	8	2020	22:38	Monroe	EEUU	Galones
	15	8	2020	2:50	Rouyn-Noranda (Canada)	Canadá	Galones
	15	8	2020	0:45	Burnet	EEUU	Galones
	12	8	2020	23:15	West Valley City	EEUU	Galones
	10	8	2020	1:03	Eugene	EEUU	Galones
	5	8	2020	18:50	New Braunfels	EEUU	Galones
	1	8	2020	10:50	Meriden	EEUU	Galones
	1	8	2020	4:00	N. Wales	EEUU	Galones
	31	7	2020	22:53	Honolulu	EEUU	Galones
	31	7	2020	7:33	Jakarta (Indonesia)	Indonesia	Galones
	15	7	2020	20:00	Bury st Ed munds (UK/England)	Reino Unido	Galones
	12	7	2020	22:30	Salt Lake City	EEUU	Galones
	12	7	2020	0:00	Grand Forks	EEUU	Galones
	11	7	2020	0:30	Mill Creek	EEUU	Galones
	8	7	2020	23:00	Portsmouth and Virginia Beach	EEUU	Galones
	4	7	2020	21:15	Biggs	EEUU	Galones
	29	6	2020	21:00	Ocean Isle Beach	EEUU	Galones
	23	6	2020	22:30	Fort Walton Beach	EEUU	Galones
	18	6	2020	18:30	Clarenville (Canada)	Canadá	Galones
	17	6	2020	14:15	Riley	EEUU	Galones
	9	6	2020	22:05	Dammeron Valley	EEUU	Galones
	21	5	2020	23:15	Rathdrum	EEUU	Galones
	16	5	2020	19:00	Kirkland	EEUU	Galones
	28	4	2020	20:55	Scott’s Valley	EEUU	Galones
	23	4	2020	1:20	Calamba (Philippines)	Filipinas	Galones
	22	4	2020	22:00	Clifton Springs	EEUU	Galones
	21	4	2020	0:00	Airdrie (Canada)	Canadá	Galones
	21	4	2020	19:25	Puerto Varas (Chile)	Chile	Galones
	18	4	2020	9:00	Ft. Worth	EEUU	Galones
	1	4	2020	20:30	Enola	EEUU	Galones
	30	3	2020	2:00	Bradenton	EEUU	Galones
	28	3	2020	22:00	Lynchburg	EEUU	Galones
	15	3	2020	22:05	Peekskill	EEUU	Galones
	11	3	2020	21:13	Olathe	EEUU	Galones
	5	3	2020	19:29	Athens	EEUU	Galones
	3	3	2020	19:40	Hudson	EEUU	Galones
	2	3	2020	5:25	Chubbuck	EEUU	Galones
	27	2	2020	19:30	Pangasinan (Philippines)	Filipinas	Galones
	22	2	2020	19:22	Douglasville	EEUU	Galones
	13	2	2020	20:53	Carlsbad	EEUU	Galones
	28	1	2020	17:35	N. Myrtle Beach	EEUU	Galones
	12	1	2020	2:00	Henderson	EEUU	Galones
	5	1	2020	19:00	Greensboro	EEUU	Galones
	3	1	2020	5:45	Lamesa	EEUU	Galones
	1	1	2020	23:00	Augustine (at)	EEUU	Galones
	1	1	2020	0:00	Lacey	EEUU	Galones
	24	12	2019	19:00	Savannah	EEUU	Galones
	6	12	2019	1:00	St Croix	EEUU	Galones
	3	12	2019	16:20	Trimont	EEUU	Galones
	30	11	2019	18:45	Cary	EEUU	Galones
	22	11	2019	17:50	Millet (Canada)	Canadá	Galones
	16	11	2019	23:30	Jackson	EEUU	Galones
	13	11	2019	23:10	Milwaukie	EEUU	Galones
	11	11	2019	19:30	Globe	EEUU	Galones
	9	11	2019	21:00	Saint Johns	EEUU	Galones
	31	10	2019	19:30	Perris	EEUU	Galones
	26	10	2019	1:34	West Point	EEUU	Galones
	24	10	2019	8:00	No especificado	EEUU	Galones
	20	10	2019	18:42	Gold Canyon	EEUU	Galones
	19	10	2019	23:00	Superior	EEUU	Galones
	19	10	2019	22:15	Redmond	EEUU	Galones
	13	10	2019	22:05	Surrey (Canada)	Canadá	Galones
	12	10	2019	23:15	Tulsa	EEUU	Galones
	7	10	2019	20:35	Autin	EEUU	Galones
	6	10	2019	3:30	Citrus Springs	EEUU	Galones
	5	10	2019	3:55	Warrenton	EEUU	Galones
	4	10	2019	11:35	Lawrence	EEUU	Galones
	3	10	2019	9:23	Mobile	EEUU	Galones
	1	10	2019	21:20	Harmony	EEUU	Galones
	29	9	2019	11:50	Fort McMurray (Canada)	Canadá	Galones
	26	9	2019	6:25	Wolcott	EEUU	Galones
	24	9	2019	19:07	Monument/Larkspur (between)	EEUU	Galones
	21	9	2019	23:30	Sherwood Park (Canada)	Canadá	Galones
	7	9	2019	6:00	Dilley	EEUU	Galones
	5	9	2019	23:00	Painesville	EEUU	Galones
	4	9	2019	19:46	Laurel	EEUU	Galones
	4	9	2019	0:58	Omaha	EEUU	Galones
	23	8	2019	0:45	Savannah	EEUU	Galones
	12	8	2019	22:30	Seattle	EEUU	Galones
	5	8	2019	14:00	Charlestown	EEUU	Galones
	19	7	2019	11:22	Mount Shasta	EEUU	Galones
	19	7	2019	11:22	Mount Shasta	EEUU	Galones
	14	7	2019	14:00	Woodbury	EEUU	Galones
	4	7	2019	22:00	Fayetteville	EEUU	Galones
	2	7	2019	3:30	gainesville	EEUU	Galones
	28	6	2019	8:45	Mammoth Lakes	EEUU	Galones
	28	6	2019	5:00	Exline	EEUU	Galones
	4	6	2019	22:00	Fayetteville	EEUU	Galones
	28	5	2019	18:00	Camp Verde	EEUU	Galones
	25	5	2019	20:19	New York City (Brooklyn)	EEUU	Galones
	24	5	2019	0:16	Staunton	EEUU	Galones
	24	5	2019	0:16	Staunton	EEUU	Galones
	21	5	2019	13:00	Spencer	EEUU	Galones
	6	5	2019	22:37	Staunton	EEUU	Galones
	5	5	2019	21:00	Duluth	EEUU	Galones
	2	5	2019	21:20	Ventura	EEUU	Galones
	24	4	2019	22:30	Palm Desert	EEUU	Galones
	15	4	2019	20:44	Aurora	EEUU	Galones
	12	4	2019	19:55	Culver City	EEUU	Galones
	9	4	2019	22:00	Linwood	EEUU	Galones
	5	4	2019	23:15	Ashland City	EEUU	Galones
	1	4	2019	23:59	Lake Zurich	EEUU	Galones
	30	3	2019	19:00	Mesquite	EEUU	Galones
	29	3	2019	22:30	Bloomington	EEUU	Galones
	28	3	2019	3:00	Grimes	EEUU	Galones
	25	3	2019	4:00	Mays Landing	EEUU	Galones
	19	3	2019	22:00	Newmarket (Canada)	Canadá	Galones
	16	3	2019	16:40	Independence	EEUU	Galones
	16	2	2019	21:00	Whitehall	EEUU	Galones
	14	2	2019	20:00	Kansas City	EEUU	Galones
	1	2	2019	21:45	Ocoee	EEUU	Galones
	21	1	2019	0:12	Richmond (City of)	EEUU	Galones
	20	1	2019	23:40	Lexington	EEUU	Galones
	25	12	2018	6:18	Saugus	EEUU	Galones
	1	12	2018	12:00	San Antonio	EEUU	Galones
	9	11	2018	21:00	Dickinson	EEUU	Galones
	7	11	2018	5:15	Reno	EEUU	Galones
	31	10	2018	22:01	Morrisville	EEUU	Galones
	21	10	2018	0:15	Palm Coast	EEUU	Galones
	11	10	2018	21:00	Wellborn	EEUU	Galones
	10	10	2018	21:00	Jackson	EEUU	Galones
	21	9	2018	20:45	East Prairie	EEUU	Galones
	21	9	2018	2:00	Lincoln City	EEUU	Galones
	20	9	2018	20:40	Paragould	EEUU	Galones
	16	9	2018	1:00	Healdsburg	EEUU	Galones
	1	9	2018	3:25	Federal Heights	EEUU	Galones
	30	8	2018	18:00	Mint Hill	EEUU	Galones
	17	8	2018	0:02	Morgan	EEUU	Galones
	14	8	2018	21:15	Greensboro	EEUU	Galones
	12	8	2018	21:45	Albion	EEUU	Galones
	11	8	2018	21:00	Walpole	EEUU	Galones
	11	8	2018	0:29	Ventura	EEUU	Galones
	29	7	2018	17:15	Huntsville	EEUU	Galones
	17	7	2018	22:40	Vance	EEUU	Galones
	14	7	2018	21:20	LaPlace	EEUU	Galones
	8	7	2018	20:40	Madison	EEUU	Galones
	8	7	2018	20:30	Omaha	EEUU	Galones
	24	6	2018	21:30	Colorado Springs	EEUU	Galones
	22	6	2018	23:00	Oklahoma City	EEUU	Galones
	6	6	2018	16:00	Mansfield	EEUU	Galones
	25	5	2018	1:00	Orange	EEUU	Galones
	23	5	2018	19:25	Franklin	EEUU	Galones
	19	5	2018	21:15	Memphis	EEUU	Galones
	19	5	2018	14:10	Fresno	EEUU	Galones
	15	5	2018	23:16	Boulder	EEUU	Galones
	10	5	2018	21:20	Frankfort	EEUU	Galones
	2	5	2018	22:45	Norman	EEUU	Galones
	16	4	2018	22:30	Port Charlotte	EEUU	Galones
	16	4	2018	22:25	Port Charlotte	EEUU	Galones
	15	4	2018	21:00	Cherry Creek	EEUU	Galones
	8	4	2018	22:00	Santa Rosa	EEUU	Galones
	22	3	2018	0:45	Bridgeport	EEUU	Galones
	14	3	2018	21:30	Struble	EEUU	Galones
	1	3	2018	19:03	Syracuse	EEUU	Galones
	19	1	2018	19:00	Lakin	EEUU	Galones
	6	1	2018	20:20	Batavia	EEUU	Galones
	23	12	2017	21:30	Encinitas	EEUU	Galones
	17	12	2017	18:54	Daly City	EEUU	Galones
	9	12	2017	19:50	Divide	EEUU	Galones
	16	11	2017	22:00	Asheville	EEUU	Galones
	15	11	2017	21:00	Dewey	EEUU	Galones
	15	11	2017	0:05	Modesto	EEUU	Galones
	13	11	2017	23:00	Tuscaloosa	EEUU	Galones
	13	11	2017	19:00	Pflugerville	EEUU	Galones
	11	11	2017	22:00	Tremont	EEUU	Galones
	7	11	2017	19:35	Madison	EEUU	Galones
	1	11	2017	18:45	Clinton	EEUU	Galones
	26	10	2017	23:00	Galveston	EEUU	Galones
	24	10	2017	5:15	Huntsville	EEUU	Galones
	22	10	2017	22:00	Cape Coral	EEUU	Galones
	22	10	2017	20:50	Rehoboth Beach	EEUU	Galones
	22	10	2017	4:00	Stoney Creek (Canada)	Canadá	Galones
	22	10	2017	0:00	Huntington	EEUU	Galones
	18	10	2017	21:00	Robbinston	EEUU	Galones
	17	10	2017	20:20	Wentzville	EEUU	Galones
	15	10	2017	22:40	Orlando	EEUU	Galones
	15	10	2017	20:30	Gearhart	EEUU	Galones
	14	10	2017	11:55	Jacksonville	EEUU	Galones
	14	10	2017	1:30	Valrico	EEUU	Galones
	13	10	2017	11:35	Lake City	EEUU	Galones
	12	10	2017	22:00	Pueblo	EEUU	Galones
	10	10	2017	20:05	Lakewood	EEUU	Galones
	10	10	2017	20:00	Lakewood	EEUU	Galones
