							
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA
	4	1	2026	19:27:00	Quincy	EEUU	Orbe
	3	1	2026	6:44:00	Dickinson	EEUU	Orbe
	3	1	2026	3:00:00	Whittier	EEUU	Orbe
	2	1	2026	21:05:00	Aiken	EEUU	Orbe
	2	1	2026	20:45:00	Fortson	EEUU	Orbe
	2	1	2026	3:45:00	Alta Sierra	EEUU	Orbe
	1	1	2026	0:06:00	Rockledge	EEUU	Orbe
	31	12	2025	23:19	Zvolen	Slovakia	Orbe
	30	12	2025	20:40	Williamsburg	EEUU	Orbe
	30	12	2025	20:30	Billings	EEUU	Orbe
	30	12	2025	20:01	New York	EEUU	Orbe
	30	12	2025	6:54	Milpitas	EEUU	Orbe
	30	12	2025	6:43	Blythe	EEUU	Orbe
	30	12	2025	0:05	Nokesville	EEUU	Orbe
	29	12	2025	4:45	Flushing	EEUU	Orbe
	25	12	2025	22:30	Derby	Reino Unido	Orbe
	25	12	2025	13:45	Salford	Reino Unido	Orbe
	24	12	2025	6:45	Camp Hill	EEUU	Orbe
	23	12	2025	20:33	Bosque de Cabañas	EEUU	Orbe
	22	12	2025	21:15	Mármol	EEUU	Orbe
	22	12	2025	20:10	Wabash	EEUU	Orbe
	22	12	2025	16:22	Cincinnati	EEUU	Orbe
	21	12	2025	6:00	Rápidos Cedar	EEUU	Orbe
	20	12	2025	20:00	No especificado	EEUU	Orbe
	19	12	2025	18:02	Madrás	EEUU	Orbe
	19	12	2025	17:45	No especificado	Irlanda	Orbe
	18	12	2025	20:43	Neuried	Alemania	Orbe
	18	12	2025	18:35	Stephenville	EEUU	Orbe
	18	12	2025	17:56	Frodsham	Reino Unido	Orbe
	18	12	2025	17:20	Valle Sandy	EEUU	Orbe
	17	12	2025	23:59	Atenas	Grecia	Orbe
	17	12	2025	21:24	New London	EEUU	Orbe
	17	12	2025	19:30	Cody	EEUU	Orbe
	15	12	2025	1:22	Brejinho de Nazaré	Brasil	Orbe
	14	12	2025	22:24	Hampstead	EEUU	Orbe
	14	12	2025	8:45	Cody	EEUU	Orbe
	14	12	2025	5:58	Albuquerque	EEUU	Orbe
	14	12	2025	3:42	Walshville	EEUU	Orbe
	13	12	2025	23:57	Atenas	Grecia	Orbe
	13	12	2025	5:45	Rainsville	EEUU	Orbe
	13	12	2025	3:30	Montauk	EEUU	Orbe
	12	12	2025	19:29:00	Dunlap	EEUU	Orbe
	12	12	2025	6:14:00	Aiken	EEUU	Orbe
	11	12	2025	20:24:00	Northwood	EEUU	Orbe
	11	12	2025	18:26:00	Melba	EEUU	Orbe
	11	12	2025	6:18:00	Yadkinville	EEUU	Orbe
	8	12	2025	18:00:00	Norman	EEUU	Orbe
	8	12	2025	18:00:00	Dallas	EEUU	Orbe
	8	12	2025	8:00:00	Oro	EEUU	Orbe
	6	12	2025	20:30:00	León Rojo	EEUU	Orbe
	6	12	2025	18:15:00	Cataratas del Río Negro	EEUU	Orbe
	6	12	2025	18:06:00	Manitowoc	EEUU	Orbe
	6	12	2025	7:11:00	Portland	EEUU	Orbe
	6	12	2025	5:45:00	Orange Mill	EEUU	Orbe
	5	12	2025	3:30:00	Pueblo de Clarkston	EEUU	Orbe
	3	12	2025	22:35:00	No especificado	Camboya	Orbe
	3	12	2025	19:45:00	Ådalsbruk	Noruega	Orbe
	2	12	2025	21:00:00	Seattle	EEUU	Orbe
	2	12	2025	20:45:00	Bella Vista	EEUU	Orbe
	2	12	2025	19:37:00	Victorville	EEUU	Orbe
	1	12	2025	21:59:00	Srndalje	Serbia	Orbe
	1	12	2025	20:50:00	Municipio de Rockaway	EEUU	Orbe
	30	11	2025	21:58	Seattle	EEUU	Orbe
	30	11	2025	18:18	Newcastle-under-Lyme	Reino Unido	Orbe
	30	11	2025	17:33	Calgary	Canadá	Orbe
	30	11	2025	12:00	Ruiterbos	Sudáfrica	Orbe
	29	11	2025	19:05	Atoka	EEUU	Orbe
	27	11	2025	18:30	Llave Upper Sugarloaf	EEUU	Orbe
	26	11	2025	20:06	Jersey Village	EEUU	Orbe
	25	11	2025	23:45	Summerhill	Irlanda	Orbe
	25	11	2025	11:04	Toluca de Lerdo	México	Orbe
	23	11	2025	23:50	Macon	EEUU	Orbe
	23	11	2025	20:10	Arce de Arce	EEUU	Orbe
	23	11	2025	2:40	Holly Springs	EEUU	Orbe
	22	11	2025	22:14	Altamont	EEUU	Orbe
	22	11	2025	15:37	Burnet	EEUU	Orbe
	20	11	2025	18:57	Monroe	EEUU	Orbe
	19	11	2025	21:57	Brasilia	Brasil	Orbe
	18	11	2025	21:05	Nitro	EEUU	Orbe
	18	11	2025	3:07	Ticonderoga	EEUU	Orbe
	18	11	2025	0:13	University Place	EEUU	Orbe
	18	11	2025	0:02	Palmira	EEUU	Orbe
	17	11	2025	3:49	Bedford	EEUU	Orbe
	16	11	2025	14:27	San Angelo	EEUU	Orbe
	16	11	2025	4:00	Colón	EEUU	Orbe
	15	11	2025	20:26	DeRidder	EEUU	Orbe
	14	11	2025	23:51	Johns Creek	EEUU	Orbe
	14	11	2025	21:36	Santo Antônio de Jesús	Brasil	Orbe
	14	11	2025	19:00	No especificado	Aguas Internacionales	Orbe
	13	11	2025	19:06	Effingham	EEUU	Orbe
	13	11	2025	2:45	Buchanan	EEUU	Orbe
	12	11	2025	22:33:00	Fayetteville	EEUU	Orbe
	12	11	2025	20:00:00	Deerfield	EEUU	Orbe
	12	11	2025	18:45:00	Morganfield	EEUU	Orbe
	12	11	2025	18:13:00	Campanas	EEUU	Orbe
	12	11	2025	3:13:00	Cimera de Cedro	EEUU	Orbe
	11	11	2025	23:13:00	Bloomington	EEUU	Orbe
	11	11	2025	21:30:00	Diamond Ridge	EEUU	Orbe
	11	11	2025	20:24:00	Bloomington	EEUU	Orbe
	11	11	2025	18:51:00	Hurlock	EEUU	Orbe
	10	11	2025	18:07:00	Colinas de North Richland	EEUU	Orbe
	10	11	2025	4:15:00	Morpeth	Reino Unido	Orbe
	9	11	2025	16:38:00	Sierra Vista	EEUU	Orbe
	9	11	2025	6:17:00	Ringwood	Reino Unido	Orbe
	8	11	2025	21:12:00	Christchurch	New Zealand	Orbe
	8	11	2025	1:00:00	New Tecumseth	Canadá	Orbe
	7	11	2025	21:58:00	Vancouver	EEUU	Orbe
	7	11	2025	20:13:00	Colville	EEUU	Orbe
	7	11	2025	11:45:00	Denton	EEUU	Orbe
	6	11	2025	0:31:00	Bensalem	EEUU	Orbe
	5	11	2025	18:25:00	Lakewood	EEUU	Orbe
	4	11	2025	23:30:00	Troy	EEUU	Orbe
	4	11	2025	20:10:00	Niota	EEUU	Orbe
	4	11	2025	18:01:00	Wyomissing	EEUU	Orbe
	4	11	2025	18:00:00	Damascus	EEUU	Orbe
	4	11	2025	7:00:00	Sherburne	EEUU	Orbe
	3	11	2025	21:00:00	Littleton	EEUU	Orbe
	3	11	2025	20:23:00	Pagosa Springs	EEUU	Orbe
	3	11	2025	17:55:00	Solon Springs	EEUU	Orbe
	3	11	2025	17:45:00	Roseville	EEUU	Orbe
	3	11	2025	0:30:00	Puerto de Seguridad	EEUU	Orbe
	30	10	2025	20:20	Arroyo Fernbank	Australia	Orbe
	30	10	2025	19:49	Cadillac	EEUU	Orbe
	30	10	2025	19:26	San Antonio	EEUU	Orbe
	30	10	2025	18:01	Austin	EEUU	Orbe
	30	10	2025	0:57	Morelia	México	Orbe
	29	10	2025	20:34	Primavera	EEUU	Orbe
	29	10	2025	19:26	Kildare	Irlanda	Orbe
	27	10	2025	22:00	Berea	EEUU	Orbe
	27	10	2025	21:30	Laughlin	EEUU	Orbe
	27	10	2025	21:30	Laughlin	EEUU	Orbe
	27	10	2025	21:30	Placitas	EEUU	Orbe
	26	10	2025	19:38	Colinas Moreland	EEUU	Orbe
	26	10	2025	5:17	Glastonbury	Reino Unido	Orbe
	26	10	2025	1:58	Piedra caliza	EEUU	Orbe
	25	10	2025	21:54	São Paulo	Brasil	Orbe
	25	10	2025	0:45	Plovdiv	Bulgaria	Orbe
	24	10	2025	21:32	Inglis	EEUU	Orbe
	24	10	2025	17:30	Liubliana	Eslovenia	Orbe
	23	10	2025	22:03	Whitestown	EEUU	Orbe
	23	10	2025	20:50	Saboya	EEUU	Orbe
	23	10	2025	9:28	Radcliff	EEUU	Orbe
	22	10	2025	21:54	Richland	EEUU	Orbe
	22	10	2025	20:10	Cambridge	Canadá	Orbe
	22	10	2025	20:00	Bosques del río Deschutes	EEUU	Orbe
	22	10	2025	15:17	Playa de Daytona	EEUU	Orbe
	22	10	2025	9:24	Stuttgart	EEUU	Orbe
	22	10	2025	2:46	Glenville	EEUU	Orbe
	21	10	2025	21:30	Littleton	EEUU	Orbe
	21	10	2025	13:44	Germantown	EEUU	Orbe
	21	10	2025	4:00	Venecia	EEUU	Orbe
	21	10	2025	1:21	Louisville	EEUU	Orbe
	20	10	2025	22:15	Stockton	EEUU	Orbe
	20	10	2025	21:30	Littleton	EEUU	Orbe
	20	10	2025	20:30	Tirupati	India	Orbe
	20	10	2025	5:39	Newton Poppleford	Reino Unido	Orbe
	20	10	2025	4:00	Lamar	EEUU	Orbe
	19	10	2025	20:40	Yeovil	Reino Unido	Orbe
	19	10	2025	18:00	Hatzic	Canadá	Orbe
	18	10	2025	15:45	Monte Olivo	EEUU	Orbe
	18	10	2025	11:14	Henderson	EEUU	Orbe
	17	10	2025	20:46	Jacksonville	EEUU	Orbe
	17	10	2025	0:20	East Hampton	EEUU	Orbe
	16	10	2025	21:30	Parque Estes	EEUU	Orbe
	16	10	2025	17:43	Fort Smith	EEUU	Orbe
	15	10	2025	21:29	Parque Rochelle	EEUU	Orbe
	15	10	2025	15:20	Greenville	EEUU	Orbe
	15	10	2025	6:27	Winston	EEUU	Orbe
	14	10	2025	22:14	Ciudad de Paden	EEUU	Orbe
	13	10	2025	20:30	Tomball	EEUU	Orbe
	13	10	2025	19:34	Playa Folly	EEUU	Orbe
	13	10	2025	19:30	Hollywood	EEUU	Orbe
	13	10	2025	4:50	Arroyo de villancicos	EEUU	Orbe
	12	10	2025	16:15:00	Berkeley	EEUU	Orbe
	11	10	2025	22:40:00	Itapira	Brasil	Orbe
	11	10	2025	6:08:00	Milwaukie	EEUU	Orbe
	10	10	2025	22:03:00	San Antonio	EEUU	Orbe
	10	10	2025	19:30:00	Menomonie	EEUU	Orbe
	9	10	2025	22:00:00	Dell	EEUU	Orbe
	7	10	2025	21:01:00	South Bend	EEUU	Orbe
	7	10	2025	20:19:00	Wyberton	Reino Unido	Orbe
	7	10	2025	3:31:00	Tomah	EEUU	Orbe
	6	10	2025	20:00:00	Summerville	EEUU	Orbe
	5	10	2025	21:00:00	Steilacoom	EEUU	Orbe
	5	10	2025	5:45:00	No especificado	EEUU	Orbe
	5	10	2025	2:30:00	Colina de la Casa de la Moneda	EEUU	Orbe
	4	10	2025	22:00:00	Latham	EEUU	Orbe
	4	10	2025	15:30:00	Chesterfield	EEUU	Orbe
	4	10	2025	2:00:00	Radcliffe	Reino Unido	Orbe
	3	10	2025	3:00:00	Colinas de Rochester	EEUU	Orbe
	2	10	2025	23:16:00	Parque Tinley	EEUU	Orbe
	2	10	2025	11:46:00	Edmonton	Canadá	Orbe
	1	10	2025	19:26:00	Sebring	EEUU	Orbe
	30	9	2025	15:40	Quedas do Iguaçu	Brasil	Orbe
	28	9	2025	22:45	Fuerte Oglethorpe	EEUU	Orbe
	28	9	2025	22:27	Colinas de Farmington	EEUU	Orbe
	28	9	2025	22:22	Lemoore	EEUU	Orbe
	27	9	2025	21:35	Smiths Creek	EEUU	Orbe
	27	9	2025	19:57	Mayfield	EEUU	Orbe
	27	9	2025	18:45	Zhu Hai Shi	China	Orbe
	27	9	2025	18:30	The Dalles	EEUU	Orbe
	27	9	2025	14:00	Rowena	EEUU	Orbe
	25	9	2025	21:53	Casa Grande	EEUU	Orbe
	25	9	2025	21:45	Los Angeles	EEUU	Orbe
	23	9	2025	13:05	San Francisco	EEUU	Orbe
	22	9	2025	21:30	Virden	Canadá	Orbe
	22	9	2025	20:33	Aylesbury	Reino Unido	Orbe
	22	9	2025	20:30	Clarkston	EEUU	Orbe
	20	9	2025	21:00	South Brunswick Township	EEUU	Orbe
	19	9	2025	22:45	Newark	EEUU	Orbe
	19	9	2025	12:54	Dorset	Canadá	Orbe
	18	9	2025	21:01	Indianapolis	EEUU	Orbe
	18	9	2025	4:00	Stockton-on-Tees	Reino Unido	Orbe
	18	9	2025	3:15	Burton	EEUU	Orbe
	16	9	2025	22:04	Wick	Reino Unido	Orbe
	16	9	2025	22:00	Surfside Beach	EEUU	Orbe
	15	9	2025	23:00	Cincinnati	EEUU	Orbe
	15	9	2025	21:00	Canal Lewisville	EEUU	Orbe
	15	9	2025	20:34	Falls Church	EEUU	Orbe
	15	9	2025	0:05	Ridgway	EEUU	Orbe
	13	9	2025	20:55	Bryan	EEUU	Orbe
	13	9	2025	5:03	San Marcos	EEUU	Orbe
	13	9	2025	3:00	Sumner	EEUU	Orbe
	12	9	2025	20:46:00	Acantilados del Consejo	EEUU	Orbe
	12	9	2025	20:25:00	Spencer	EEUU	Orbe
	12	9	2025	20:10:00	Mississauga	Canadá	Orbe
	11	9	2025	23:04:00	Manhattan	EEUU	Orbe
	10	9	2025	22:14:00	Milford	EEUU	Orbe
	10	9	2025	20:43:00	West Middlesex	EEUU	Orbe
	10	9	2025	20:20:00	Beirut	Líbano	Orbe
	10	9	2025	18:28:00	Fayette	EEUU	Orbe
	9	9	2025	23:40:00	Reno	EEUU	Orbe
	9	9	2025	20:00:00	Denver	EEUU	Orbe
	9	9	2025	18:27:00	San Antonio	EEUU	Orbe
	9	9	2025	17:31:00	No especificado	No especificado	Orbe
	9	9	2025	7:00:00	Salina	EEUU	Orbe
	8	9	2025	1:01:00	Ciudad de Antipolo	Filipinas	Orbe
	7	9	2025	22:33:00	Cornale	Italia	Orbe
	7	9	2025	21:10:00	Dayton	EEUU	Orbe
	7	9	2025	0:40:00	Spanaway	EEUU	Orbe
	6	9	2025	18:15:00	Ciudad de Nevada	EEUU	Orbe
	5	9	2025	3:47:00	Auckland	Nueva Zelanda	Orbe
	4	9	2025	21:47:00	Tirupati	India	Orbe
	4	9	2025	7:15:00	South Patrick Shores	EEUU	Orbe
	1	9	2025	21:30:00	Mauldin	EEUU	Orbe
	1	9	2025	2:30:00	Wakefield	EEUU	Orbe
	31	8	2025	23:15	Raleigh	EEUU	Orbe
	31	8	2025	16:30	Walpole	EEUU	Orbe
	30	8	2025	11:30	Gran Cruce	EEUU	Orbe
	30	8	2025	3:30	No especificado	No especificado	Orbe
	30	8	2025	3:00	Cornell	EEUU	Orbe
	27	8	2025	12:23	Washington	EEUU	Orbe
	26	8	2025	14:52	San Diego	EEUU	Orbe
	26	8	2025	0:30	No especificado	Bahamas	Orbe
	24	8	2025	22:00	Cumberland	EEUU	Orbe
	24	8	2025	14:00	Crackington Haven	Reino Unido	Orbe
	23	8	2025	23:47	Roseneath	Canadá	Orbe
	23	8	2025	21:00	Wolcott	EEUU	Orbe
	22	8	2025	23:00	Mangualde	Portugal	Orbe
	22	8	2025	23:00	Tuscola	EEUU	Orbe
	22	8	2025	23:00	Cantón	EEUU	Orbe
	22	8	2025	4:30	Ciudad Océano	EEUU	Orbe
	21	8	2025	21:30	Cape Saint Marys	Canadá	Orbe
	19	8	2025	22:16	Cyberjaya	Malasia	Orbe
	19	8	2025	22:00	Arvada	EEUU	Orbe
	19	8	2025	21:27	Sassenburg	Alemania	Orbe
	17	8	2025	10:04	Talihina	EEUU	Orbe
	16	8	2025	20:30	Aguas termales	EEUU	Orbe
	15	8	2025	23:59	Raleigh	EEUU	Orbe
	12	8	2025	22:34:00	Ciudad de Margate	EEUU	Orbe
	12	8	2025	22:33:00	Camp Hill	EEUU	Orbe
	12	8	2025	22:30:00	Burrillville	EEUU	Orbe
	12	8	2025	20:35:00	Ajo	EEUU	Orbe
	12	8	2025	15:30:00	Wayne	EEUU	Orbe
	11	8	2025	22:00:00	Manchester	EEUU	Orbe
	11	8	2025	13:00:00	Júpiter	EEUU	Orbe
	11	8	2025	7:40:00	Jacksonville	EEUU	Orbe
	10	8	2025	23:57:00	Newport	EEUU	Orbe
	10	8	2025	21:30:00	Saint Johnsbury	EEUU	Orbe
	10	8	2025	4:00:00	Ahora	EEUU	Orbe
	10	8	2025	3:45:00	Bancos	EEUU	Orbe
	10	8	2025	3:00:00	Doniphan	EEUU	Orbe
	7	8	2025	21:55:00	Elgin	EEUU	Orbe
	7	8	2025	4:00:00	Sequim	EEUU	Orbe
	6	8	2025	23:34:00	Leitchfield	EEUU	Orbe
	5	8	2025	22:15:00	Santa Cruz	EEUU	Orbe
	5	8	2025	11:38:00	Āwhitu	Nueva Zelanda	Orbe
	5	8	2025	8:35:00	Guapé	Brasil	Orbe
	4	8	2025	23:10:00	Wexford	Irlanda	Orbe
	4	8	2025	22:00:00	Hamilton	Canadá	Orbe
	4	8	2025	20:35:00	Nápoles	EEUU	Orbe
	3	8	2025	16:19:00	Angelus Oaks	EEUU	Orbe
	3	8	2025	4:30:00	Iacanga	Brasil	Orbe
	2	8	2025	23:29:00	Estepona	España	Orbe
	2	8	2025	22:50:00	Woodstock	EEUU	Orbe
	2	8	2025	21:18:00	Springdale	EEUU	Orbe
	1	8	2025	21:00:00	Cocodrie	EEUU	Orbe
	1	8	2025	6:35:00	Parque Winter	EEUU	Orbe
	1	8	2025	4:30:00	Dant	EEUU	Orbe
	31	7	2025	3:00	Centeno	Australia	Orbe
	31	7	2025	0:05	Campo de bolos	EEUU	Orbe
	30	7	2025	2:11	Williston	EEUU	Orbe
	29	7	2025	21:43	Lakeland	EEUU	Orbe
	29	7	2025	21:43	Lakeland	EEUU	Orbe
	29	7	2025	21:30	Astoria	EEUU	Orbe
	28	7	2025	4:19	Shoreline	EEUU	Orbe
	27	7	2025	23:30	Dresden	EEUU	Orbe
	27	7	2025	22:22	Pajaro Dunes	EEUU	Orbe
	27	7	2025	4:50	Albuquerque	EEUU	Orbe
	26	7	2025	6:00	Hodgenville	EEUU	Orbe
	25	7	2025	22:00	Buena Vista	EEUU	Orbe
	25	7	2025	13:02	São José dos Campos	Brasil	Orbe
	25	7	2025	11:00	Nathrop	EEUU	Orbe
	24	7	2025	21:26	Wall Township	EEUU	Orbe
	24	7	2025	21:20	Deering	EEUU	Orbe
	24	7	2025	20:36	Tremont	EEUU	Orbe
	23	7	2025	22:12	Kenmore	EEUU	Orbe
	23	7	2025	4:35	Plymouth	Reino Unido	Orbe
	22	7	2025	20:52	Taunton	EEUU	Orbe
	21	7	2025	21:20	Alabastro	EEUU	Orbe
	21	7	2025	21:16	Jardines de Cipreses	EEUU	Orbe
	20	7	2025	23:40	Colorado Springs	EEUU	Orbe
	20	7	2025	22:02	Nueva Delhi	India	Orbe
	20	7	2025	0:00	Easton	EEUU	Orbe
	19	7	2025	23:00	Glendo	EEUU	Orbe
	19	7	2025	21:48	Fountain Hills	EEUU	Orbe
	18	7	2025	22:25	Toronto	Canadá	Orbe
	18	7	2025	19:50	Allen Park	EEUU	Orbe
	18	7	2025	19:50	Allen Park	EEUU	Orbe
	18	7	2025	4:42	Newburgh	EEUU	Orbe
	17	7	2025	23:26	Lexington	EEUU	Orbe
	17	7	2025	21:54	Torquay	Reino Unido	Orbe
	17	7	2025	21:12	Yiaxing	China	Orbe
	17	7	2025	0:25	Ingonish	Canadá	Orbe
	16	7	2025	23:45	Lago Morton-Berrydale	EEUU	Orbe
	16	7	2025	15:00	Pahrump	EEUU	Orbe
	16	7	2025	1:30	Affton	EEUU	Orbe
	15	7	2025	20:53	Playa de Wrightsville	EEUU	Orbe
	15	7	2025	2:00	Wheatland	EEUU	Orbe
	13	7	2025	23:45	Estribaciones de Fortuna	EEUU	Orbe
	13	7	2025	23:00	Röthis	Austria	Orbe
	13	7	2025	22:20	Shkir-Dzhuy	Uzbekistán	Orbe
	12	7	2025	23:30:00	Lone Pine	EEUU	Orbe
	12	7	2025	22:43:00	Las Vegas	EEUU	Orbe
	11	7	2025	23:10:00	Lago Sheffield	EEUU	Orbe
	10	7	2025	22:35:00	Isla Sur Padre	EEUU	Orbe
	10	7	2025	11:10:00	Nueva York	EEUU	Orbe
	10	7	2025	1:00:00	No especificado	No especificado	Orbe
	9	7	2025	22:22:00	Liverpool	Reino Unido	Orbe
	9	7	2025	21:34:00	Dana Point	EEUU	Orbe
	9	7	2025	21:30:00	Playa Redondo	EEUU	Orbe
	7	7	2025	23:05:00	Wright City	EEUU	Orbe
	7	7	2025	21:46:00	Florissant	EEUU	Orbe
	6	7	2025	23:30:00	Mora	EEUU	Orbe
	6	7	2025	0:11:00	Staunton	EEUU	Orbe
	5	7	2025	23:30:00	Huntsville	EEUU	Orbe
	5	7	2025	0:00:00	Eddyville	EEUU	Orbe
	4	7	2025	23:37:00	Mesa	EEUU	Orbe
	4	7	2025	22:00:00	Johnston	EEUU	Orbe
	4	7	2025	21:47:00	Knoxville	EEUU	Orbe
	4	7	2025	21:35:00	Colinas Quemadas	EEUU	Orbe
	4	7	2025	21:00:00	Monumento	EEUU	Orbe
	4	7	2025	20:00:00	Boca Ratón	EEUU	Orbe
	3	7	2025	21:13:00	Washington	EEUU	Orbe
	3	7	2025	21:02:00	Stroudsburg	EEUU	Orbe
	3	7	2025	1:49:00	Ambergate	Reino Unido	Orbe
	3	7	2025	0:45:00	Puerto de Gig	EEUU	Orbe
	2	7	2025	23:40:00	Stanfield	EEUU	Orbe
	2	7	2025	23:00:00	Promontorio	EEUU	Orbe
	1	7	2025	22:02:00	Shelburne	Canadá	Orbe
	30	6	2025	18:55	Edmonton	Canadá	Orbe
	30	6	2025	1:23	Hulst	Países Bajos	Orbe
	30	6	2025	1:07	Gainesville	EEUU	Orbe
	29	6	2025	22:19	Lévis	Canadá	Orbe
	29	6	2025	21:43	Elizabeth City	EEUU	Orbe
	29	6	2025	21:00	Bristol	EEUU	Orbe
	29	6	2025	1:18	Yakima	EEUU	Orbe
	28	6	2025	11:30	Florencia	EEUU	Orbe
	28	6	2025	4:30	Playa Myrtle	EEUU	Orbe
	26	6	2025	18:36	D'Iberville	EEUU	Orbe
	26	6	2025	11:00	Vacaville	EEUU	Orbe
	26	6	2025	4:06	Ammán	Jordan	Orbe
	25	6	2025	2:48	Cresta	EEUU	Orbe
	24	6	2025	20:54	Lake City	EEUU	Orbe
	24	6	2025	1:55	Ciudad-by-the-Sea	EEUU	Orbe
	22	6	2025	19:45	Municipio de Harrison	EEUU	Orbe
	22	6	2025	2:30	Moncton	Canadá	Orbe
	21	6	2025	23:30	Selby	Reino Unido	Orbe
	21	6	2025	22:30	Clímax	EEUU	Orbe
	21	6	2025	22:30	Warwick	EEUU	Orbe
	20	6	2025	23:45	Ames	EEUU	Orbe
	20	6	2025	16:50	Prikraj Križevački	Croacia	Orbe
	20	6	2025	2:36	Nueva York	EEUU	Orbe
	18	6	2025	23:30	Monroe	EEUU	Orbe
	18	6	2025	10:45	Santa María	EEUU	Orbe
	18	6	2025	10:45	Benicia	EEUU	Orbe
	16	6	2025	0:28	Colinas del Bosque	EEUU	Orbe
	16	6	2025	0:28	Los Ángeles	EEUU	Orbe
	13	6	2025	21:15	Sandwich	EEUU	Orbe
	13	6	2025	5:28	Pittsburgh	EEUU	Orbe
	12	6	2025	23:30:00	Rosamond	EEUU	Orbe
	12	6	2025	0:30:00	Winlock	EEUU	Orbe
	11	6	2025	20:14:00	Southport	EEUU	Orbe
	11	6	2025	19:30:00	Tanjil	Australia	Orbe
	11	6	2025	10:19:00	Air Force Academy	EEUU	Orbe
	10	6	2025	0:30:00	Newmarket	Irlanda	Orbe
	9	6	2025	21:50:00	No especificado	Turquía	Orbe
	8	6	2025	22:30:00	Cumberland	EEUU	Orbe
	8	6	2025	22:09:00	Portland	EEUU	Orbe
	8	6	2025	15:13:00	Seattle	EEUU	Orbe
	8	6	2025	2:25:00	Budapest	Hungría	Orbe
	8	6	2025	1:35:00	Spokane	EEUU	Orbe
	6	6	2025	22:30:00	Mesa	EEUU	Orbe
	6	6	2025	21:45:00	Mesa	EEUU	Orbe
	6	6	2025	20:00:00	Southport	EEUU	Orbe
	5	6	2025	19:05:00	São Paulo	Brasil	Orbe
	4	6	2025	22:00:00	Colrain	EEUU	Orbe
	4	6	2025	19:10:00	São Paulo	Brasil	Orbe
	2	6	2025	20:57:00	Denton	EEUU	Orbe
