DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA
14	12	2024	12:38	Tierra Prometida	EEUU	Esfera
12	12	2024	23:30:00	Embu das Artes	Brasil	Esfera
12	12	2024	7:30:00	Aguas Calientes	Perú	Esfera
10	12	2024	19:24:00	Newport News	EEUU	Esfera
8	12	2024	15:16:00	Gainesville	EEUU	Esfera
8	12	2024	7:51:00	Chesterfield	EEUU	Esfera
7	12	2024	13:00:00	San Diego	EEUU	Esfera
6	12	2024	21:15:00	No especificado	EEUU	Esfera
6	12	2024	1:35:00	Louisville	EEUU	Esfera
5	12	2024	18:00:00	San Diego	EEUU	Esfera
3	12	2024	15:00:00	Mitcham Norte	Australia	Esfera
2	12	2024	19:20:00	South Plainfield	EEUU	Esfera
1	12	2024	23:10:00	Mansión	EEUU	Esfera
30	11	2024	10:30	Río Blanco	México	Esfera
30	11	2024	5:45	Newcastle	EEUU	Esfera
28	11	2024	17:25	Taylorsville	EEUU	Esfera
28	11	2024	13:30	Salt Lake City	EEUU	Esfera
25	11	2024	19:43	Holbrook	EEUU	Esfera
25	11	2024	13:45	Lone Tree	EEUU	Esfera
24	11	2024	3:00	Walsall	Reino Unido	Esfera
23	11	2024	17:12	No especificado	México	Esfera
23	11	2024	0:30	Ciudad de Myakka	EEUU	Esfera
22	11	2024	22:42	Tulare	EEUU	Esfera
16	11	2024	15:30	Playa Carolina	EEUU	Esfera
16	11	2024	14:30	Shoreham-by-Sea	Reino Unido	Esfera
16	11	2024	10:00	Boston	EEUU	Esfera
11	11	2024	9:34:00	Fallbrook	EEUU	Esfera
10	11	2024	18:30:00	Gran Sudbury	Canadá	Esfera
10	11	2024	16:32:00	Lancaster	EEUU	Esfera
8	11	2024	23:08:00	Elizabeth	EEUU	Esfera
7	11	2024	19:49:00	St. Clair Shores	EEUU	Esfera
5	11	2024	15:36:00	Sveti Anton	Eslovenia	Esfera
3	11	2024	14:30:00	Poughkeepsie	EEUU	Esfera
30	10	2024	15:20	Sur de San Francisco	EEUU	Esfera
27	10	2024	19:28	La Porte	EEUU	Esfera
26	10	2024	14:00	Irvine	EEUU	Esfera
24	10	2024	18:45	Falls Church	EEUU	Esfera
21	10	2024	8:56	San Rafael	EEUU	Esfera
19	10	2024	17:28	Alcoa	EEUU	Esfera
16	10	2024	13:10	Southborough	EEUU	Esfera
14	10	2024	16:58	Puente Antiguo	EEUU	Esfera
10	10	2024	19:18:00	Municipio de Lacey	EEUU	Esfera
8	10	2024	20:10:00	LaGrange	EEUU	Esfera
6	10	2024	16:50:00	Colorado Springs	EEUU	Esfera
4	10	2024	6:50:00	San Antonio	EEUU	Esfera
3	10	2024	23:59:00	Edrom	Australia	Esfera
3	10	2024	21:53:00	Norfolk	EEUU	Esfera
2	10	2024	23:25:00	Glendale	EEUU	Esfera
30	9	2024	22:33	Maroa	EEUU	Esfera
29	9	2024	12:50	Reno	EEUU	Esfera
27	9	2024	20:40	Puyallup	EEUU	Esfera
26	9	2024	15:40	Tacoma	EEUU	Esfera
25	9	2024	14:38	Castle Rock	EEUU	Esfera
24	9	2024	17:45	Meridiano	EEUU	Esfera
20	9	2024	15:00	South Amherst	EEUU	Esfera
19	9	2024	19:50	Portland	EEUU	Esfera
19	9	2024	4:30	Lebane	Serbia	Esfera
18	9	2024	13:00	League City	EEUU	Esfera
15	9	2024	19:25	Cañon City	EEUU	Esfera
15	9	2024	19:25	Cañon City	EEUU	Esfera
12	9	2024	9:10:00	Fremont	EEUU	Esfera
5	9	2024	13:56:00	Zhangjiajie	China	Esfera
25	8	2024	19:44	Millville	EEUU	Esfera
25	8	2024	13:00	Pradera de Ganso	EEUU	Esfera
20	8	2024	18:55	Cohutta	EEUU	Esfera
20	8	2024	11:35	Los Ángeles	EEUU	Esfera
18	8	2024	1:00	Porto d'Ascoli	Italia	Esfera
15	8	2024	14:45	Parede	Portugal	Esfera
11	8	2024	20:32:00	Altamura	Italia	Esfera
9	8	2024	18:00:00	Idaho City	EEUU	Esfera
8	8	2024	16:00:00	Winthrop	EEUU	Esfera
4	8	2024	23:00:00	Buxton	EEUU	Esfera
2	8	2024	18:56:00	Craig	EEUU	Esfera
1	8	2024	6:15:00	Denver	EEUU	Esfera
30	7	2024	23:30	Paducah	EEUU	Esfera
29	7	2024	19:33	Nibley	EEUU	Esfera
28	7	2024	12:35	Threemilestone	Reino Unido	Esfera
26	7	2024	20:30	Waldport	EEUU	Esfera
26	7	2024	12:02	Hounslow	Reino Unido	Esfera
25	7	2024	21:45	Franklin	EEUU	Esfera
23	7	2024	23:23	Faisalabad	Pakistan	Esfera
22	7	2024	13:12	Tustin	EEUU	Esfera
21	7	2024	4:51	Millbrook	EEUU	Esfera
18	7	2024	20:25	Nazareth	EEUU	Esfera
18	7	2024	12:19	Toronto	Canadá	Esfera
17	7	2024	13:45	Newington	EEUU	Esfera
16	7	2024	17:47	Los Angeles	EEUU	Esfera
12	7	2024	23:14:00	Rochester	EEUU	Esfera
11	7	2024	19:40:00	Ciudad de las Colines	EEUU	Esfera
11	7	2024	5:29:00	Henderson	EEUU	Esfera
6	7	2024	19:05:00	Kenosha	EEUU	Esfera
4	7	2024	21:14:00	Leesburg	EEUU	Esfera
30	6	2024	5:45	Hiawatha	EEUU	Esfera
28	6	2024	11:05	Municipio de North Brunswick	EEUU	Esfera
25	6	2024	19:24	Wilton Manors	EEUU	Esfera
25	6	2024	14:30	Los Ángeles	EEUU	Esfera
22	6	2024	20:20	Watertown	EEUU	Esfera
19	6	2024	17:50	Arroyo Valle	EEUU	Esfera
18	6	2024	17:07	Boise	EEUU	Esfera
15	6	2024	10:44	Monte Laurel	EEUU	Esfera
13	6	2024	20:08	Niles	EEUU	Esfera
12	6	2024	9:46:00	Charlotte	EEUU	Esfera
9	6	2024	17:20:00	Nueva York	EEUU	Esfera
8	6	2024	14:00:00	Conover	EEUU	Esfera
7	6	2024	17:00:00	Portland	EEUU	Esfera
2	6	2024	18:36:00	Kennesaw	EEUU	Esfera
2	6	2024	15:20:00	Columbia	EEUU	Esfera
26	5	2024	19:00	Oostende	Bélgica	Esfera
25	5	2024	13:30	Bokeelia	EEUU	Esfera
25	5	2024	10:05	Atenas	Grecia	Esfera
25	5	2024	8:45	Cape Coral	EEUU	Esfera
24	5	2024	23:29	Loomis	EEUU	Esfera
23	5	2024	21:13	Gran Oso	EEUU	Esfera
22	5	2024	16:00	Loves Park	EEUU	Esfera
18	5	2024	17:00	Tucson	EEUU	Esfera
14	5	2024	20:00	Boston	EEUU	Esfera
13	5	2024	3:00	Snohomish	EEUU	Esfera
12	5	2024	4:44:00	Smithton	EEUU	Esfera
11	5	2024	21:50:00	No especificado	Reino Unido	Esfera
11	5	2024	17:00:00	Nashville	EEUU	Esfera
8	5	2024	7:25:00	Lewisville	EEUU	Esfera
4	5	2024	22:45:00	Fort Wayne	EEUU	Esfera
2	5	2024	21:10:00	Tempe	EEUU	Esfera
28	4	2024	20:29	Líbano	EEUU	Esfera
26	4	2024	18:30	Hertford	Reino Unido	Esfera
22	4	2024	20:27	Youngsville	EEUU	Esfera
14	4	2024	21:30	Fort Collins	EEUU	Esfera
12	4	2024	18:00:00	Edmonton	Canadá	Esfera
11	4	2024	14:19:00	Ogden	EEUU	Esfera
9	4	2024	19:54:00	Bulverde	EEUU	Esfera
8	4	2024	14:40:00	Lakeview	EEUU	Esfera
8	4	2024	3:13:00	Crofton	EEUU	Esfera
7	4	2024	17:26:00	North Kellyville	Australia	Esfera
2	4	2024	12:30:00	Goodyear	EEUU	Esfera
1	4	2024	15:30:00	Metrópolis	EEUU	Esfera
30	3	2024	21:00	Concord	EEUU	Esfera
28	3	2024	11:30	No especificado	EEUU	Esfera
28	3	2024	9:00	Breckenridge	EEUU	Esfera
21	3	2024	12:40	Colorado Springs	EEUU	Esfera
15	3	2024	12:30	Springfield	EEUU	Esfera
14	3	2024	16:45	Harwinton	EEUU	Esfera
13	3	2024	2:08	Plymouth	EEUU	Esfera
9	3	2024	12:14:00	Júpiter	EEUU	Esfera
8	3	2024	13:00:00	Sarasota	EEUU	Esfera
4	3	2024	1:30:00	Isla Pawleys	EEUU	Esfera
3	3	2024	23:00:00	Manantiales de Altamonte	EEUU	Esfera
28	2	2024	8:00	Greene	EEUU	Esfera
20	2	2024	20:25	Costa Mesa	EEUU	Esfera
20	2	2024	14:05	Mount Vernon	EEUU	Esfera
19	2	2024	19:15	Cottondale	EEUU	Esfera
15	2	2024	19:31	Unionville	EEUU	Esfera
13	2	2024	6:52	Kalamazoo	EEUU	Esfera
12	2	2024	21:00:00	Québec	Canadá	Esfera
12	2	2024	17:57:00	Longmont	EEUU	Esfera
9	2	2024	17:30:00	Atascadero	EEUU	Esfera
7	2	2024	18:22:00	Titusville	EEUU	Esfera
6	2	2024	13:00:00	Conroe	EEUU	Esfera
1	2	2024	7:26:00	Waverly	EEUU	Esfera
31	1	2024	3:12	La Salle	EEUU	Esfera
27	1	2024	19:58	Manchester	Reino Unido	Esfera
16	1	2024	8:00	Lee	EEUU	Esfera
12	1	2024	21:30:00	Maywood	EEUU	Esfera
11	1	2024	7:30:00	Hedgesville	EEUU	Esfera
11	1	2024	4:30:00	No especificado	Turquía	Esfera
7	1	2024	18:11:00	Natchitoches	EEUU	Esfera
5	1	2024	16:00:00	Selwyn	Australia	Esfera
27	12	2023	21:30	Hawthorne	EEUU	Esfera
20	12	2023	17:35	Wimberley	EEUU	Esfera
20	12	2023	5:30	Norwalk	EEUU	Esfera
20	12	2023	2:00	Irmo	EEUU	Esfera
18	12	2023	23:02	Murdock	EEUU	Esfera
17	12	2023	23:00	Amsterdam	EEUU	Esfera
17	12	2023	20:30	Kiefer	EEUU	Esfera
16	12	2023	20:50	Ferndale	EEUU	Esfera
14	12	2023	18:00	Harleysville	EEUU	Esfera
11	12	2023	22:36:00	Alexandria	EEUU	Esfera
4	12	2023	15:00:00	Daytona Beach	EEUU	Esfera
4	12	2023	1:00:00	Lorain	EEUU	Esfera
29	11	2023	10:00	Clinton	EEUU	Esfera
24	11	2023	14:00	Odell	EEUU	Esfera
19	11	2023	18:04	Denver	EEUU	Esfera
18	11	2023	12:15	Oro Valley	EEUU	Esfera
18	11	2023	10:40	Fairfield	EEUU	Esfera
17	11	2023	3:00	Smyrna	EEUU	Esfera
10	11	2023	23:02:00	Mill Valley	EEUU	Esfera
5	11	2023	21:00:00	Barceló Maya	México	Esfera
4	11	2023	19:15:00	Verona	EEUU	Esfera
3	11	2023	11:12:00	Colorado Springs	EEUU	Esfera
2	11	2023	17:53:00	Washington	EEUU	Esfera
1	11	2023	13:00:00	Sheboygan	EEUU	Esfera
1	11	2023	9:30:00	Waterloo	EEUU	Esfera
31	10	2023	10:30	Ivanhoe	EEUU	Esfera
30	10	2023	14:43	Veneta	EEUU	Esfera
29	10	2023	1:22	Marshville	EEUU	Esfera
26	10	2023	14:00	Denpasar	Indonesia	Esfera
17	10	2023	19:05	Centro del valle	EEUU	Esfera
17	10	2023	18:30	Phoenix	EEUU	Esfera
14	10	2023	6:05	San Nube	EEUU	Esfera
13	10	2023	4:22	Lago Medical	EEUU	Esfera
8	10	2023	2:35:00	Honeyville	EEUU	Esfera
4	10	2023	18:32:00	Los Ángeles	EEUU	Esfera
3	10	2023	20:08:00	Norman	EEUU	Esfera
3	10	2023	12:00:00	Waltham	EEUU	Esfera
30	9	2023	21:40	Chattanooga	EEUU	Esfera
29	9	2023	18:52	Glendale	EEUU	Esfera
29	9	2023	17:33	Fort Collins	EEUU	Esfera
29	9	2023	9:02	SomerSet	EEUU	Esfera
28	9	2023	14:06	Babb	EEUU	Esfera
28	9	2023	4:20	West Deptford	EEUU	Esfera
21	9	2023	10:07	Staines en el Támesis	Reino Unido	Esfera
19	9	2023	2:00	Cardington	EEUU	Esfera
18	9	2023	21:10	Cortez	EEUU	Esfera
17	9	2023	1:35	Melrose	EEUU	Esfera
16	9	2023	20:13	Norte de Tonawanda	EEUU	Esfera
16	9	2023	20:00	Levittown	EEUU	Esfera
15	9	2023	21:15	Fife	EEUU	Esfera
9	9	2023	18:50:00	Miami	EEUU	Esfera
8	9	2023	8:15:00	Arnold	EEUU	Esfera
6	9	2023	20:45:00	Saucier	EEUU	Esfera
6	9	2023	18:58:00	Veintinueve Palmas	EEUU	Esfera
5	9	2023	15:00:00	Agadir	Marruecos	Esfera
4	9	2023	21:15:00	Margate	EEUU	Esfera
4	9	2023	16:01:00	Denver	EEUU	Esfera
4	9	2023	13:00:00	ROCKVILLE	EEUU	Esfera
4	9	2023	13:00:00	Cleveland	EEUU	Esfera
28	8	2023	23:53	Sterling Heights	EEUU	Esfera
26	8	2023	21:00	Monumento Nacional White Sands	EEUU	Esfera
25	8	2023	0:01	Mooresville	EEUU	Esfera
23	8	2023	14:30	Hemlington	Reino Unido	Esfera
23	8	2023	5:10	Bakersfield	EEUU	Esfera
17	8	2023	22:00	Skiathos	Grecia	Esfera
17	8	2023	8:10	Logan	EEUU	Esfera
16	8	2023	20:30	Ciudad Sioux	EEUU	Esfera
16	8	2023	19:08	Rancho Cucamonga	EEUU	Esfera
15	8	2023	17:30	Jennings	EEUU	Esfera
13	8	2023	22:00	Kenner	EEUU	Esfera
13	8	2023	21:40	McMinnville	EEUU	Esfera
12	8	2023	23:25:00	Las Vegas	EEUU	Esfera
12	8	2023	13:07:00	Goodyear	EEUU	Esfera
8	8	2023	22:00:00	Elgin	EEUU	Esfera
7	8	2023	6:06:00	Álamo	EEUU	Esfera
6	8	2023	21:51:00	Milton Keynes	Reino Unido	Esfera
4	8	2023	19:45:00	Hesperia	EEUU	Esfera
2	8	2023	1:32:00	Trinidad	EEUU	Esfera
1	8	2023	3:45:00	Riverview	EEUU	Esfera
31	7	2023	21:50	Lyman	EEUU	Esfera
31	7	2023	8:55	Szeged	Hungría	Esfera
31	7	2023	4:17	Ciudad Rápida	EEUU	Esfera
31	7	2023	3:29	Plaza de Newtown	EEUU	Esfera
30	7	2023	14:50	Elk Grove	EEUU	Esfera
30	7	2023	14:30	Millen	EEUU	Esfera
30	7	2023	1:30	Pembroke	EEUU	Esfera
30	7	2023	0:22	Ypsilanti	EEUU	Esfera
29	7	2023	19:20	Etobicoke	Canadá	Esfera
28	7	2023	19:30	Atlanta	EEUU	Esfera
25	7	2023	12:00	Paderborn & Bonn	Alemania	Esfera
24	7	2023	1:30	Wetmore	EEUU	Esfera
23	7	2023	21:51	Fort Worth	EEUU	Esfera
23	7	2023	21:30	Buckholts	EEUU	Esfera
23	7	2023	9:23	Midland	EEUU	Esfera
23	7	2023	0:06	Ciudad de Yuba	EEUU	Esfera
22	7	2023	15:30	Hobucken	EEUU	Esfera
22	7	2023	15:30	Cataratas de Idaho	EEUU	Esfera
20	7	2023	16:41	Bonita	EEUU	Esfera
20	7	2023	10:00	Baldwin	EEUU	Esfera
19	7	2023	14:00	Cruce de Powell	EEUU	Esfera
17	7	2023	23:35	Lancaster	EEUU	Esfera
17	7	2023	7:50	Kissimmee	EEUU	Esfera
16	7	2023	13:00	Gilbert	EEUU	Esfera
14	7	2023	10:20	Kailua Kona	EEUU	Esfera
13	7	2023	11:00	Gilbert	EEUU	Esfera
6	7	2023	17:15:00	Fresno	EEUU	Esfera
5	7	2023	7:38:00	Grand Prarie	EEUU	Esfera
3	7	2023	10:26:00	Timnath	EEUU	Esfera
3	7	2023	3:45:00	Portland	EEUU	Esfera
2	7	2023	19:05:00	Montgomeryville	EEUU	Esfera
28	6	2023	12:43	Puyallup	EEUU	Esfera
26	6	2023	14:00	Camberley	Reino Unido	Esfera
26	6	2023	0:00	Porthmadog	Reino Unido	Esfera
20	6	2023	20:41	sarasota	EEUU	Esfera
20	6	2023	19:02	Loma Hermosa	Argentina	Esfera
19	6	2023	23:30	Commack	EEUU	Esfera
15	6	2023	19:46	Three Rivers	EEUU	Esfera
15	6	2023	13:30	San Francisco	EEUU	Esfera
11	6	2023	19:02:00	Coral del Cabo	EEUU	Esfera
11	6	2023	16:20:00	Pembroke	EEUU	Esfera
9	6	2023	21:30:00	Erosión	India	Esfera
9	6	2023	13:35:00	Willow	EEUU	Esfera
9	6	2023	10:47:00	Reno	EEUU	Esfera
8	6	2023	16:10:00	Honley	Reino Unido	Esfera
7	6	2023	10:26:00	Autopista 20	EEUU	Esfera
6	6	2023	19:35:00	Erumely	India	Esfera
5	6	2023	13:28:00	Corcho	Irlanda	Esfera
4	6	2023	19:35:00	Djurås	Suecia	Esfera
1	6	2023	15:00:00	No especificado	Rumanía	Esfera
30	5	2023	14:30	Polson	EEUU	Esfera
26	5	2023	21:35	Capilla Wesley	EEUU	Esfera
26	5	2023	16:50	Watsonville	EEUU	Esfera
26	5	2023	12:14	Colorado Springs	EEUU	Esfera
25	5	2023	16:38	Shrewsbury	EEUU	Esfera
22	5	2023	20:24	Jordan	EEUU	Esfera
21	5	2023	12:50	Sídney	Australia	Esfera
19	5	2023	22:30	Perham	EEUU	Esfera
19	5	2023	9:45	Lakeville	EEUU	Esfera
15	5	2023	4:00	Ramsey	EEUU	Esfera
14	5	2023	23:47	Chander	EEUU	Esfera
14	5	2023	15:28	Nueva York	EEUU	Esfera
14	5	2023	11:57	Simnasho	EEUU	Esfera
14	5	2023	4:30	Chillicothe	EEUU	Esfera
