							
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA
	24	10	2025	12:22	Monroe	EEUU	Disco
	20	10	2025	23:30	Faridabad	India	Disco
	20	10	2025	20:22		Colombia	Disco
	18	10	2025	11:33	Madison	EEUU	Disco
	17	10	2025	0:30	Boulder	EEUU	Disco
	15	10	2025	20:00	Johannisberg	Suecia	Disco
	15	10	2025	17:11	Fairfields	Reino Unido	Disco
	14	10	2025	1:44	Bloomington	EEUU	Disco
	7	10	2025	21:09:00	Georgioupoli	Grecia	Disco
	6	10	2025	20:27:00	Skaneateles	EEUU	Disco
	5	10	2025	19:30:00	Houma	EEUU	Disco
	1	10	2025	23:00:00	Addison	EEUU	Disco
	1	10	2025	11:00:00	Virginia Beach	EEUU	Disco
	28	9	2025	20:38	Sault Ste. Marie	Canadá	Disco
	28	9	2025	16:53	Hemel Hempstead	Reino Unido	Disco
	25	9	2025	20:40	Tierras del BLM del Valle del Conejo	EEUU	Disco
	22	9	2025	19:00	Arroyo Hondo	EEUU	Disco
	18	9	2025	21:03	Hooksett	EEUU	Disco
	17	9	2025	10:50	Conway	EEUU	Disco
	11	9	2025	21:10:00		No especificado	Disco
	7	9	2025	15:09:00	Tacoma	EEUU	Disco
	1	9	2025	16:45:00	Birmingham	Reino Unido	Disco
	1	9	2025	12:37:00	Farragut	EEUU	Disco
	1	9	2025	2:10:00	Bogotá	Colombia	Disco
	27	8	2025	20:30	Gill	EEUU	Disco
	27	8	2025	20:00	Woodlawn	EEUU	Disco
	26	8	2025	10:53	Rahway	EEUU	Disco
	25	8	2025	6:26	Nueva York	EEUU	Disco
	23	8	2025	20:10	Ferritslev	Dinamarca	Disco
	22	8	2025	21:45	La Grande	EEUU	Disco
	22	8	2025	20:53	Zvolen	Eslovaquia	Disco
	22	8	2025	17:48	Punta del Faro	EEUU	Disco
	22	8	2025	14:30	Lashburn	Canadá	Disco
	20	8	2025	10:57	Ellensburg	EEUU	Disco
	20	8	2025	9:35	Nápoles	EEUU	Disco
	19	8	2025	7:15	Wynnum	Australia	Disco
	17	8	2025	0:00	Milford	EEUU	Disco
	16	8	2025	21:00	Arkoma	EEUU	Disco
	14	8	2025	22:15	Horquilla de Hayno	EEUU	Disco
	12	8	2025	21:40:00	La Broquerie	Canadá	Disco
	11	8	2025	21:10:00	Ciudad de México	México	Disco
	11	8	2025	3:49:00	Blackfoot	EEUU	Disco
	10	8	2025	21:37:00	Detroit	EEUU	Disco
	9	8	2025	21:57:00	Košťany	República Checa	Disco
	3	8	2025	23:46:00	Oldcastle	Irlanda	Disco
	1	8	2025	22:10:00	Leavenworth	EEUU	Disco
	1	8	2025	15:33:00	Somerville	EEUU	Disco
	24	7	2025	0:46	Key Largo	EEUU	Disco
	23	7	2025	14:00	York	EEUU	Disco
	20	7	2025	20:36	Langait	No especificado	Disco
	19	7	2025	19:00	Colorado Springs	EEUU	Disco
	17	7	2025	10:30	Creede	EEUU	Disco
	17	7	2025	1:12	California	EEUU	Disco
	16	7	2025	17:00	Sayville	EEUU	Disco
	16	7	2025	16:55	Grand Isle	EEUU	Disco
	16	7	2025	0:02	Ellicottville	EEUU	Disco
	15	7	2025	21:20	Quakertown	EEUU	Disco
	13	7	2025	21:35	Nacogdoches	EEUU	Disco
	12	7	2025	0:19:00	Bir Jdid	Marruecos	Disco
	6	7	2025	21:27:00	Ciudad Perla	EEUU	Disco
	5	7	2025	21:11:00	Fairmont	EEUU	Disco
	5	7	2025	18:00:00	La Fortuna	Costa Rica	Disco
	2	7	2025	21:51:00	Richland	EEUU	Disco
	2	7	2025	19:45:00	Ashoknagar Kalyangarh	India	Disco
	28	6	2025	23:37	Wayzata	EEUU	Disco
	28	6	2025	22:47	Vidiná	Eslovaquia	Disco
	28	6	2025	22:05	Desafío	EEUU	Disco
	28	6	2025	3:09	Tremonton	EEUU	Disco
	24	6	2025	1:30	Kenova	EEUU	Disco
	21	6	2025	21:38	Campton	EEUU	Disco
	21	6	2025	19:40	Lakewood	EEUU	Disco
	21	6	2025	3:00	Totnes	Reino Unido	Disco
	20	6	2025	22:05	Niglat	India	Disco
	14	6	2025	15:30	Meridiano	EEUU	Disco
	14	6	2025	11:30	Big Rock	EEUU	Disco
	14	6	2025	1:46	Poza Rica	México	Disco
	10	6	2025	14:35:00	Cincinnati	EEUU	Disco
	8	6	2025	18:30:00	Ann Arbor	EEUU	Disco
	7	6	2025	0:40:00	Southgate	EEUU	Disco
	6	6	2025	20:38:00	Antioquía	EEUU	Disco
	5	6	2025	0:45:00	Southgate	EEUU	Disco
	2	6	2025	12:30:00	San Francisco	EEUU	Disco
	31	5	2025	4:30	North York	Canadá	Disco
	30	5	2025	12:49	Curva	EEUU	Disco
	28	5	2025	22:32	Jávea	España	Disco
	27	5	2025	23:11	Evergreen	EEUU	Disco
	27	5	2025	14:25	Libby	EEUU	Disco
	27	5	2025	9:08	Cracovia	Polonia	Disco
	25	5	2025	12:00	Sarasota	EEUU	Disco
	23	5	2025	23:56	Alva	Reino Unido	Disco
	16	5	2025	0:22	Nebraska City	EEUU	Disco
	15	5	2025	17:00	Valdosta	EEUU	Disco
	13	5	2025	22:17	Willisville	EEUU	Disco
	10	5	2025	16:15:00	Sunbury	EEUU	Disco
	10	5	2025	16:15:00	Kansas City	EEUU	Disco
	8	5	2025	7:15:00	Desafío	EEUU	Disco
	7	5	2025	22:15:00	Parrish	EEUU	Disco
	7	5	2025	21:27:00	Ridgefield	EEUU	Disco
	6	5	2025	23:59:00	Newcastle	EEUU	Disco
	6	5	2025	20:28:00	Cananea	México	Disco
	2	5	2025	20:30:00	Poste pintado	EEUU	Disco
	25	4	2025	12:23	Sur de Portland	EEUU	Disco
	23	4	2025	23:02	Weiden in der Oberpfalz	Alemania	Disco
	23	4	2025	22:30	Costera	EEUU	Disco
	21	4	2025	21:50	Littleton	EEUU	Disco
	21	4	2025	21:36	Guarujá	Brasil	Disco
	21	4	2025	16:00	La Crosse	EEUU	Disco
	21	4	2025	6:30	Chico	EEUU	Disco
	20	4	2025	20:12	Corte Madera	EEUU	Disco
	19	4	2025	21:04	Lowestoft	Reino Unido	Disco
	18	4	2025	18:40	Scottsdale	EEUU	Disco
	15	4	2025	21:04	Westwego	EEUU	Disco
	12	4	2025	21:27:00	Schertz	EEUU	Disco
	8	4	2025	9:30:00	Naugatuck	EEUU	Disco
	6	4	2025	18:45:00	Windsor Sur	EEUU	Disco
	4	4	2025	14:49:00	Vernal	EEUU	Disco
	1	4	2025	18:30:00	Edmonton	Canadá	Disco
	27	3	2025	9:30	Boca Ratón	EEUU	Disco
	27	3	2025	8:21	Mercer	EEUU	Disco
	22	3	2025	15:00	Huntington Beach	EEUU	Disco
	20	3	2025	22:00	Petaluma	EEUU	Disco
	20	3	2025	4:00	Pine Mountain	EEUU	Disco
	18	3	2025	22:00	Gainesville	EEUU	Disco
	18	3	2025	5:00	Ranchi	India	Disco
	15	3	2025	21:36	Passage West	Irlanda	Disco
	13	3	2025	5:57	Memphis	EEUU	Disco
	11	3	2025	21:07:00	New Paltz	EEUU	Disco
	10	3	2025	20:44:00	Centereach	EEUU	Disco
	9	3	2025	7:56:00	Chatswood	Australia	Disco
	9	3	2025	0:04:00	Bethesda	EEUU	Disco
	8	3	2025	13:10:00	Baywood-Los Osos	EEUU	Disco
	7	3	2025	12:40:00	Quito	Ecuador	Disco
	6	3	2025	8:15:00	Sacramento	EEUU	Disco
	28	2	2025	18:00	St. Louis	EEUU	Disco
	28	2	2025	17:05	Davenport	EEUU	Disco
	26	2	2025	9:11	Podhum	Croacia	Disco
	25	2	2025	18:00	Beloit	EEUU	Disco
	22	2	2025	21:00	New Hill	EEUU	Disco
	20	2	2025	19:01	Johnston City	EEUU	Disco
	19	2	2025	12:50	Maidenhead	Reino Unido	Disco
	14	2	2025	18:00	Belén	EEUU	Disco
	8	2	2025	20:48:00	Elgin	EEUU	Disco
	7	2	2025	23:48:00	Nueva York	EEUU	Disco
	7	2	2025	17:15:00	Rápidos de Coon	EEUU	Disco
	3	2	2025	20:15:00	Galgovo	Croacia	Disco
	2	2	2025	13:17:00	Chicago	EEUU	Disco
	31	1	2025	2:15	Maumee	EEUU	Disco
	26	1	2025	21:25	Richfield	EEUU	Disco
	26	1	2025	5:58	Oakland	EEUU	Disco
	25	1	2025	17:59	Mount Vernon	EEUU	Disco
	22	1	2025	20:30	Ciudad del Cabo	Sudáfrica	Disco
	21	1	2025	13:30	Christie Downs	Australia	Disco
	17	1	2025	22:49	Pittsburgh	EEUU	Disco
	17	1	2025	1:02	Esmirna	Turquía	Disco
	16	1	2025	15:30	Stafford	EEUU	Disco
	14	1	2025	21:50	Kjellerup	Dinamarca	Disco
	13	1	2025	11:23		Chile	Disco
	10	1	2025	19:04:00	Ámsterdam	Países Bajos	Disco
	10	1	2025	18:37:00	Cambridge	EEUU	Disco
	10	1	2025	15:20:00	Dunkerque	Francia	Disco
	10	1	2025	14:38:00	São Gonçalo	Brasil	Disco
	10	1	2025	2:58:00	Morelia	México	Disco
	9	1	2025	23:50:00	Seattle	EEUU	Disco
	6	1	2025	23:11:00	Huauchinango	México	Disco
	6	1	2025	0:46:00	Union City	EEUU	Disco
	4	1	2025	22:55:00	Porto Velho	Brasil	Disco
	4	1	2025	20:30:00	Wulften am Harz	Alemania	Disco
	3	1	2025	4:02:00	Vorchdorf	Austria	Disco
	1	1	2025	22:18:00	Hartha	Alemania	Disco
	1	1	2025	0:45:00		Ruanda	Disco
	1	1	2025	0:35:00	Weesp	Países Bajos	Disco
	31	12	2024	23:59	Ovilla	EEUU	Disco
	30	12	2024	23:30	Coos Bay	EEUU	Disco
	30	12	2024	17:28	Wortham	Reino Unido	Disco
	28	12	2024	18:05	Minneapolis	EEUU	Disco
	28	12	2024	6:45	Ciudad Traverse	EEUU	Disco
	26	12	2024	16:51		No especificado	Disco
	26	12	2024	7:05	Meredith	EEUU	Disco
	26	12	2024	4:16		Australia	Disco
	22	12	2024	19:13	Kaniyapuram	India	Disco
	21	12	2024	22:51	Bosansko Grahovo	Bosnia y Herzegovina	Disco
	21	12	2024	22:48	Round Lake	EEUU	Disco
	21	12	2024	18:49		Brasil	Disco
	21	12	2024	17:10	Atlantic City	EEUU	Disco
	20	12	2024	23:15	Miramar	EEUU	Disco
	20	12	2024	15:39	Kušiljevo	Serbia	Disco
	20	12	2024	15:16	Gran	Arabia Saudí	Disco
	17	12	2024	22:45	Belém	Brasil	Disco
	17	12	2024	21:20	Thornton Heath	Reino Unido	Disco
	16	12	2024	19:28	Emden	Alemania	Disco
	16	12	2024	19:00	Esquina de Moncks	EEUU	Disco
	16	12	2024	10:25	Colorado Springs	EEUU	Disco
	15	12	2024	21:30	Greycliff	EEUU	Disco
	15	12	2024	19:24	Enxovia	Brasil	Disco
	15	12	2024	19:03	Derby	EEUU	Disco
	15	12	2024	0:50	Pontal do Paraná	Brasil	Disco
	14	12	2024	23:22	Sanborn	EEUU	Disco
	14	12	2024	2:54	Billerica	EEUU	Disco
	14	12	2024	2:00	Windsor	EEUU	Disco
	13	12	2024	18:44	Puerto Sur de la esclusa	EEUU	Disco
	13	12	2024	0:15	Glina	Croacia	Disco
	12	12	2024	20:12:00	Municipio de Boonton	EEUU	Disco
	12	12	2024	20:10:00	Langhorne	EEUU	Disco
	12	12	2024	19:15:00	Andover	EEUU	Disco
	12	12	2024	18:45:00	Birmingham	EEUU	Disco
	11	12	2024	23:00:00	Barstow	EEUU	Disco
	11	12	2024	16:30:00	Unión Libre	EEUU	Disco
	10	12	2024	19:51:00	Bahía Palmetto	EEUU	Disco
	9	12	2024	17:30:00	Sedona	EEUU	Disco
	7	12	2024	19:00:00	Belvue	EEUU	Disco
	7	12	2024	9:55:00	Nashville	EEUU	Disco
	6	12	2024	19:20:00	Llanuras de Morris	EEUU	Disco
	6	12	2024	17:57:00	Cunduacán	México	Disco
	6	12	2024	15:55:00	Edmonton	Canadá	Disco
	5	12	2024	19:00:00	Coquitlam	Canadá	Disco
	3	12	2024	22:01:00	Portland	EEUU	Disco
	3	12	2024	1:00:00	Mahwah	EEUU	Disco
	2	12	2024	16:59:00	Bellevue	EEUU	Disco
	2	12	2024	7:30:00	Torbalı	Turquía	Disco
	28	11	2024	22:30	Valle del Atardecer	EEUU	Disco
	26	11	2024	1:00	Kokomo	EEUU	Disco
	25	11	2024	20:22	Eugene	EEUU	Disco
	23	11	2024	18:15	Sjenica	Serbia	Disco
	23	11	2024	16:59	Toronto	Canadá	Disco
	19	11	2024	21:34	Castle Pines	EEUU	Disco
	19	11	2024	0:02	Millis	EEUU	Disco
	18	11	2024	23:00	Tullahoma	EEUU	Disco
	12	11	2024	8:14:00	Dorothy	EEUU	Disco
	11	11	2024	18:16:00	Willaston	Reino Unido	Disco
	8	11	2024	19:01:00	Grand Canyon NP	EEUU	Disco
	5	11	2024	15:32:00	Los Alamos	EEUU	Disco
	5	11	2024	10:50:00	Pensacola	EEUU	Disco
	4	11	2024	9:08:00	Mallacoota	Australia	Disco
	1	11	2024	17:18:00	Houston	EEUU	Disco
	31	10	2024	0:50	Catonsville	EEUU	Disco
	30	10	2024	19:55	Hailey	EEUU	Disco
	28	10	2024	21:15	West Friendship	EEUU	Disco
	28	10	2024	19:25	Corinto	EEUU	Disco
	25	10	2024	21:58	Utica	EEUU	Disco
	24	10	2024	23:40	Andersontown	EEUU	Disco
	23	10	2024	20:05	Lago George	EEUU	Disco
	20	10	2024	14:30	Southwick	EEUU	Disco
	11	10	2024	15:33:00	Thornton	EEUU	Disco
	11	10	2024	12:30:00	Chelmsford	Reino Unido	Disco
	8	10	2024	5:10:00	Spring Hill	EEUU	Disco
	3	10	2024	5:08:00	Roma	EEUU	Disco
	2	10	2024	15:19:00	Isla Mackinac	EEUU	Disco
	1	10	2024	22:00:00	San Diego	EEUU	Disco
	28	9	2024	21:36	Waterford	EEUU	Disco
	26	9	2024	21:04	Kalamazoo	EEUU	Disco
	25	9	2024	9:25	Lawrence	EEUU	Disco
	24	9	2024	22:30	Hinsdale	EEUU	Disco
	18	9	2024	21:30	Paarl	Sudáfrica	Disco
	16	9	2024	23:45	Oberlin	EEUU	Disco
	15	9	2024	11:59	Ciudad de Yuba	EEUU	Disco
	14	9	2024	19:53	Nijkerk	Países Bajos	Disco
	11	9	2024	16:20:00	Cwmbran	Reino Unido	Disco
	11	9	2024	11:11:00	Hanói	Vietnam	Disco
	6	9	2024	7:10:00	Keller	EEUU	Disco
	2	9	2024	21:00:00	Esquinas Crawford	EEUU	Disco
	31	8	2024	21:00	Milton-Freewater	EEUU	Disco
	31	8	2024	17:00	Williamston	EEUU	Disco
	30	8	2024	23:00	Omaha	EEUU	Disco
	28	8	2024	17:01	Pagryniai	Lituania	Disco
	28	8	2024	0:24	Cevallos	Ecuador	Disco
	25	8	2024	10:03		EEUU	Disco
	25	8	2024	3:30	Sandy	EEUU	Disco
	23	8	2024	23:00	Peterborough	Canadá	Disco
	22	8	2024	3:00	Abundante	EEUU	Disco
	22	8	2024	1:44	Norfolk	EEUU	Disco
	18	8	2024	21:45	Bracknell	Reino Unido	Disco
	14	8	2024	23:19	Delta	EEUU	Disco
	13	8	2024	15:00	Monroe	EEUU	Disco
	13	8	2024	5:05	Winder	EEUU	Disco
	10	8	2024	22:22:00	Maplewood	EEUU	Disco
	1	8	2024	19:30:00	Kearney	EEUU	Disco
	21	7	2024	17:39	Camden	EEUU	Disco
	21	7	2024	10:00	Salem	EEUU	Disco
	20	7	2024	16:52	Valle de Spring	EEUU	Disco
	18	7	2024	20:43	Reese	EEUU	Disco
	17	7	2024	22:15	Glens Falls Norte	EEUU	Disco
	17	7	2024	20:25	Folsom	EEUU	Disco
	15	7	2024	1:30	Warrington	Reino Unido	Disco
	13	7	2024	1:00	Stanwood	EEUU	Disco
	13	7	2024	0:10	McCoy	EEUU	Disco
	10	7	2024	1:00:00	Houston	EEUU	Disco
	8	7	2024	20:58:00	Vancouver	EEUU	Disco
	7	7	2024	20:45:00	Bloomsburg	EEUU	Disco
	4	7	2024	22:45:00	Huntington	EEUU	Disco
	2	7	2024	9:30:00	Moline	EEUU	Disco
	1	7	2024	6:10:00	Shreveport	EEUU	Disco
	25	6	2024	20:40	Camas	EEUU	Disco
	23	6	2024	19:15	San José	EEUU	Disco
	22	6	2024	1:35	Vancouver	EEUU	Disco
	18	6	2024	14:20	Moundsville	EEUU	Disco
	15	6	2024	16:45	Palmer	EEUU	Disco
	15	6	2024	8:45	West Milford	EEUU	Disco
	14	6	2024	19:30	Los Ángeles	EEUU	Disco
	13	6	2024	1:26	Baltimore	EEUU	Disco
	8	6	2024	21:40:00	Raton	EEUU	Disco
	7	6	2024	22:15:00	Calverton	EEUU	Disco
	7	6	2024	19:36:00	North Arlington	EEUU	Disco
	7	6	2024	4:28:00	Edgerton	EEUU	Disco
	6	6	2024	19:15:00	Leavenworth	EEUU	Disco
	5	6	2024	1:00:00	Oro	EEUU	Disco
	1	6	2024	20:12:00	Huntsville	EEUU	Disco
	1	6	2024	1:15:00	Tacoma	EEUU	Disco
	31	5	2024	22:50	Nashik	India	Disco
	31	5	2024	21:00	Dej	Rumanía	Disco
	29	5	2024	7:30		EEUU	Disco
	26	5	2024	17:00	Northport	EEUU	Disco
	20	5	2024	11:57	Apache Junction	EEUU	Disco
	15	5	2024	14:00	Andrews	EEUU	Disco
	10	5	2024	23:00:00	Valle de Redwood	EEUU	Disco
	28	4	2024	17:58	Los Ángeles	EEUU	Disco
	16	4	2024	3:15		Filipinas	Disco
	14	4	2024	19:32	Carrollton	EEUU	Disco
	9	4	2024	15:17:00	Ioannina	Grecia	Disco
	8	4	2024	21:30:00	Howells	EEUU	Disco
	8	4	2024	13:30:00	Richardson	EEUU	Disco
	8	4	2024	12:36:00	Guirnalda	EEUU	Disco
	6	4	2024	23:45:00	Corte Madera	EEUU	Disco
	3	4	2024	22:28:00	Dallas	EEUU	Disco
	29	3	2024	9:35	Carnesville	EEUU	Disco
	26	3	2024	22:00	Malverne	EEUU	Disco
	26	3	2024	20:26	Derry	EEUU	Disco
	20	3	2024	5:20	Uberlândia	Brasil	Disco
	17	3	2024	16:02	Reading	EEUU	Disco
	10	3	2024	23:59:00	Fishtail	EEUU	Disco
	7	3	2024	18:51:00	Locust Valley	EEUU	Disco
	5	3	2024	3:17:00	Victoria	Canadá	Disco
	24	2	2024	11:00	Cape Town	Sudáfrica	Disco
	19	2	2024	17:44	Hartland	EEUU	Disco
	13	2	2024	22:35	Graham	EEUU	Disco
	10	2	2024	6:09:00		Brasil	Disco
	8	2	2024	17:35:00	Hermosa Beach	EEUU	Disco
	7	2	2024	20:31:00	Sheboygan	EEUU	Disco
	4	2	2024	17:30:00	Dover-Foxcroft	EEUU	Disco
	30	1	2024	21:45	Santo Domingo	Dominican Republic	Disco
	28	1	2024	20:15	San Pedro de Macorís	República Dominicana	Disco
	27	1	2024	3:00	Valle del Jardín	EEUU	Disco
	27	1	2024	3:00	Águila pescadora	EEUU	Disco
	15	1	2024	4:00	Saladillo	Argentina	Disco
	14	1	2024	19:15	Holly	EEUU	Disco
	11	1	2024	1:30:00	Tucson	EEUU	Disco
	5	1	2024	21:44:00	Trenton	EEUU	Disco
	31	12	2023	23:45	Allentown	EEUU	Disco
	30	12	2023	18:27	Beaverton	EEUU	Disco
	28	12	2023	6:06	Tolono	EEUU	Disco
	18	12	2023	16:57	Kelso	EEUU	Disco
	18	12	2023	16:46	Kelso	EEUU	Disco
	16	12	2023	15:30	Lectura	EEUU	Disco
	15	12	2023	8:50	Lago Humeante	Canadá	Disco
	13	12	2023	15:34	Benson	EEUU	Disco
	11	12	2023	13:30:00	Lago Big Bear	EEUU	Disco
	8	12	2023	21:00:00	Lowell	EEUU	Disco
	8	12	2023	15:40:00	Michelsneukirchen	Alemania	Disco
	7	12	2023	22:12:00	Honea Path	EEUU	Disco
	6	12	2023	11:59:00	Melbourne	EEUU	Disco
	28	11	2023	6:18	San Francisco	EEUU	Disco
	25	11	2023	22:57	Downs	EEUU	Disco
	25	11	2023	18:30	Auburn	EEUU	Disco
	25	11	2023	13:22	Brinnon	EEUU	Disco
	24	11	2023	20:07	Chennai	India	Disco
	22	11	2023	21:30	Londres	Reino Unido	Disco
	22	11	2023	17:14	Ferris	EEUU	Disco
	22	11	2023	12:20	Lincolnshire	EEUU	Disco
	19	11	2023	17:17	Montville	EEUU	Disco
	17	11	2023	22:00	Fort Lauderdale	EEUU	Disco
	16	11	2023	12:45	Boyce	EEUU	Disco
	12	11	2023	18:55:00	Nixon	EEUU	Disco
	9	11	2023	9:45:00	Topeka	EEUU	Disco
	9	11	2023	6:45:00	Elkin	EEUU	Disco
	3	11	2023	21:00:00	Hales Corners	EEUU	Disco
	1	11	2023	20:15:00	Ática	EEUU	Disco
	27	10	2023	16:54	Kingsburg	EEUU	Disco
	19	10	2023	17:15	Mezquite	EEUU	Disco
	17	10	2023	19:11	Parque Litchfield	EEUU	Disco
	17	10	2023	19:11	Walnut Grove	EEUU	Disco
	14	10	2023	10:09	Ciudad del lago Havasu	EEUU	Disco
	13	10	2023	19:36	Hastings Vale	EEUU	Disco
	13	10	2023	14:21	Palm Bay	EEUU	Disco
	11	10	2023	18:34:00	Canastota	EEUU	Disco
	11	10	2023	15:27:00	San José	EEUU	Disco
	11	10	2023	4:36:00	Sacramento	EEUU	Disco
	10	10	2023	22:52:00	Los Ángeles	EEUU	Disco
	10	10	2023	11:00:00	BOURNEMOUTH	Reino Unido	Disco
	10	10	2023	9:00:00	Fort Wayne	EEUU	Disco
	8	10	2023	19:37:00	Powell Butte	EEUU	Disco
	6	10	2023	12:30:00	Ono	Japón	Disco
	5	10	2023	20:00:00	Bridgeport	EEUU	Disco
	5	10	2023	10:00:00	Kansas City	EEUU	Disco
	4	10	2023	5:30:00	Pinehurst	EEUU	Disco
	2	10	2023	18:45:00	Campo de bolos	EEUU	Disco
	1	10	2023	1:45:00	Delano	EEUU	Disco
	30	9	2023	21:00	Gettysburg	EEUU	Disco
	30	9	2023	20:30	Arroz	EEUU	Disco
	29	9	2023	23:00	Victor	EEUU	Disco
	27	9	2023	20:02	Amarillo	EEUU	Disco
	26	9	2023	19:22	Ottawa	Canadá	Disco
	25	9	2023	15:30	Parque Estes	EEUU	Disco
	24	9	2023	21:05	Centralia	EEUU	Disco
	24	9	2023	18:15	Naperville	EEUU	Disco
	22	9	2023	8:15	Lynchburg	EEUU	Disco
	21	9	2023	19:14	Hampton	EEUU	Disco
	20	9	2023	12:57	Nashville	EEUU	Disco
	16	9	2023	22:05	Kirksville	EEUU	Disco
	15	9	2023	15:30	Tucson	EEUU	Disco
	15	9	2023	5:30	Ferrisburgh	EEUU	Disco
	14	9	2023	23:59	Gatesville	EEUU	Disco
	12	9	2023	16:43:00	Montrose	EEUU	Disco
	10	9	2023	16:00:00	Salina	EEUU	Disco
	6	9	2023	15:00:00	Kittery	EEUU	Disco
	5	9	2023	13:20:00	East Longmeadow	EEUU	Disco
	5	9	2023	7:00:00	Rochester	EEUU	Disco
	4	9	2023	2:20:00	Parque Estes	EEUU	Disco
	4	9	2023	2:15:00	Laanecoorie	Australia	Disco
	2	9	2023	11:55:00	Chennai	India	Disco
	2	9	2023	3:30:00	Milesburg	EEUU	Disco
	30	8	2023	10:36	Manantiales Españolas	EEUU	Disco
	28	8	2023	21:31	Mt Pleasant	EEUU	Disco
	26	8	2023	21:15	Pittston	EEUU	Disco
	26	8	2023	17:30	Atlanta	EEUU	Disco
	23	8	2023	21:15	Cochise	EEUU	Disco
	23	8	2023	20:34	Huntington	EEUU	Disco
	18	8	2023	1:15	Colville	EEUU	Disco
	17	8	2023	21:15	Mc Minnville	EEUU	Disco
	17	8	2023	17:43	Bentleigh	Australia	Disco
	12	8	2023	22:20:00	Añasco	Puerto Rico	Disco
	12	8	2023	21:47:00	Chester	Canadá	Disco
	12	8	2023	15:00:00	Milford	EEUU	Disco
	10	8	2023	23:00:00	Lebanon	EEUU	Disco
	9	8	2023	18:54:00	Hampton	EEUU	Disco
	8	8	2023	22:30:00	Roswell	EEUU	Disco
	7	8	2023	19:00:00	Clearwater	EEUU	Disco
	5	8	2023	20:25:00	Northglenn	EEUU	Disco
	3	8	2023	17:43:00	Pahrump	EEUU	Disco
	1	8	2023	16:00:00		EEUU	Disco
	30	7	2023	18:33	Glencoe	EEUU	Disco
	29	7	2023	0:20	Worksop	Reino Unido	Disco
	27	7	2023	22:06	Nisa	Portugal	Disco
	26	7	2023	15:00	Noblesville	EEUU	Disco
	26	7	2023	15:00	Noblesville	EEUU	Disco
	25	7	2023	23:08	Marysville	EEUU	Disco
	23	7	2023	9:25	Harlingen	EEUU	Disco
	22	7	2023	7:31	La Porte	EEUU	Disco
	21	7	2023	19:36	Tucson	EEUU	Disco
	19	7	2023	17:31	Dayton	EEUU	Disco
	18	7	2023	20:24	Merrick	EEUU	Disco
	16	7	2023	22:00	Lago McConaughy (Playa Cedar View)	EEUU	Disco
	16	7	2023	14:06	Redmond	EEUU	Disco
	16	7	2023	3:28	Hajdoše	Eslovenia	Disco
	15	7	2023	15:59	Ilford	Reino Unido	Disco
	15	7	2023	15:57	Londres	Reino Unido	Disco
	14	7	2023	23:00	Seabeck	EEUU	Disco
	10	7	2023	1:10:00	St Catharines	Canadá	Disco
	4	7	2023	23:00:00	Cheshire	EEUU	Disco
	4	7	2023	23:00:00	Cheshire	EEUU	Disco
	3	7	2023	5:04:00	NYC	EEUU	Disco
	2	7	2023	21:30:00	San Jorge	EEUU	Disco
	2	7	2023	21:25:00	Cabo norte de mayo	EEUU	Disco
