DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA
9	8	2023	11:15:00	Irwin	EEUU	Lágrima
1	8	2023	14:30:00	Las Vegas	EEUU	Lágrima
24	7	2023	22:45	Satellite Bch.	EEUU	Lágrima
25	6	2023	22:56	Neodesha	EEUU	Lágrima
12	6	2023	14:46:00	Playa de Pensacola	EEUU	Lágrima
8	4	2023	19:30:00	Brighton/Fairfield	EEUU	Lágrima
8	4	2023	19:30:00	Brighton/Fairfield	EEUU	Lágrima
12	3	2023	19:21:00	Imperial	EEUU	Lágrima
11	2	2023	3:30:00	Lincoln	EEUU	Lágrima
8	2	2023	15:00:00	Sobre los Alpes (puede que fuera Italia)	Francia	Lágrima
4	2	2023	21:45:00	Benicia	EEUU	Lágrima
2	2	2023	4:48:00	Miami	EEUU	Lágrima
22	12	2022	17:30	Key West (en el barco - "Llanura Costera Atlántica")	EEUU	Lágrima
2	12	2022	4:13:00	Miami	EEUU	Lágrima
22	11	2022	22:00	Las Vegas	EEUU	Lágrima
17	11	2022	7:24	Entrada de Ponce	EEUU	Lágrima
16	11	2022	18:04	Llandudno	Reino Unido	Lágrima
16	11	2022	13:40	Ciudad del Sol Oeste	EEUU	Lágrima
7	11	2022	3:00:00	Macon	EEUU	Lágrima
4	11	2022	21:10:00	Lafayette	EEUU	Lágrima
9	10	2022	15:45:00	Diablo/Martinez	EEUU	Lágrima
6	10	2022	10:10	Centreville	EEUU	Lágrima
22	9	2022	20:35	Miles	EEUU	Lágrima
3	9	2022	0:50	Framingham	EEUU	Lágrima
28	8	2022	1:50	Eagle Mountain	EEUU	Lágrima
22	8	2022	22:00	Oregon City	EEUU	Lágrima
22	8	2022	22:00	Oregon City	EEUU	Lágrima
8	8	2022	8:50	Salt lake city	EEUU	Lágrima
2	8	2022	20:25	Grantsville	EEUU	Lágrima
22	7	2022	21:18	Concord	EEUU	Lágrima
14	7	2022	20:58	Torrance	EEUU	Lágrima
7	6	2022	22:45	Charlotte	EEUU	Lágrima
27	5	2022	21:08	On highway US 54 heading east in Ford County	EEUU	Lágrima
23	5	2022	2:36	Las Vegas	EEUU	Lágrima
6	5	2022	4:00	Moultrie	EEUU	Lágrima
5	4	2022	19:55	Bellingham	EEUU	Lágrima
24	3	2022	13:20	Forest Grove	EEUU	Lágrima
9	3	2022	23:30	Haysville	EEUU	Lágrima
27	2	2022	11:15	Des Moines	EEUU	Lágrima
2	1	2022	18:00	Batavia	EEUU	Lágrima
1	1	2022	5:58	Placerville	EEUU	Lágrima
4	12	2021	6:30	Orlando	EEUU	Lágrima
11	11	2021	18:00	Ventura	EEUU	Lágrima
28	10	2021	3:00	Sherbrooke (Canada)	Canada	Lágrima
19	9	2021	9:41	Plainfield	EEUU	Lágrima
19	9	2021	9:41	Plainfield	EEUU	Lágrima
9	9	2021	20:00	Seguin	EEUU	Lágrima
8	9	2021	22:20	Federal Way	EEUU	Lágrima
24	8	2021	23:45	Hoffman Estates	EEUU	Lágrima
10	8	2021	22:50	Palm Beach Gardens	EEUU	Lágrima
23	7	2021	0:00	Singatse Peak	EEUU	Lágrima
22	7	2021	21:05	Casco	EEUU	Lágrima
29	6	2021	20:30	Worthington	EEUU	Lágrima
24	6	2021	14:00	Abilene	EEUU	Lágrima
8	6	2021	19:00	Peoria	EEUU	Lágrima
5	6	2021	16:00	Ontario	EEUU	Lágrima
6	4	2021	No especificado	New Pekin	EEUU	Lágrima
15	2	2021	9:00	Saint James	EEUU	Lágrima
1	2	2021	9:00	Colorado Springs	EEUU	Lágrima
19	1	2021	9:25	Cantonment	EEUU	Lágrima
5	1	2021	17:30	Weston	EEUU	Lágrima
29	12	2020	20:00	Port St. Lucie	EEUU	Lágrima
14	11	2020	21:30	Homestead	EEUU	Lágrima
13	11	2020	15:45	Mission Viejo	EEUU	Lágrima
31	10	2020	6:00	Fishers	EEUU	Lágrima
8	10	2020	20:30	Eastlake	EEUU	Lágrima
3	10	2020	19:30	East Granby	EEUU	Lágrima
9	9	2020	7:45	Delaware	EEUU	Lágrima
4	9	2020	1:00	Williamstown	EEUU	Lágrima
1	9	2020	1:07	McMinnville	EEUU	Lágrima
31	8	2020	22:00	Beldenville	EEUU	Lágrima
31	8	2020	19:26	Delhi (India)	India	Lágrima
30	8	2020	3:45	Milford	EEUU	Lágrima
26	8	2020	10:35	Forest Grove	EEUU	Lágrima
13	8	2020	2:30	Lansing	EEUU	Lágrima
11	8	2020	14:30	Lake Kachess (Easbound on I-90)	EEUU	Lágrima
29	7	2020	4:19	Venice	EEUU	Lágrima
20	7	2020	1:04	Billings	EEUU	Lágrima
19	7	2020	3:20	Stamford	EEUU	Lágrima
18	7	2020	22:48	Lawrence	EEUU	Lágrima
9	7	2020	21:43	Hatteras	EEUU	Lágrima
9	7	2020	0:25	West Abington Township	EEUU	Lágrima
4	7	2020	22:45	Fresno	EEUU	Lágrima
3	7	2020	16:30	Las Vegas	EEUU	Lágrima
3	7	2020	16:30	Las Vegas	EEUU	Lágrima
29	6	2020	21:50	Arden	EEUU	Lágrima
28	6	2020	17:32	Cerritos	EEUU	Lágrima
17	6	2020	9:30	Albuquerque	EEUU	Lágrima
16	6	2020	1:20	New York City (Bronx)	EEUU	Lágrima
13	6	2020	5:30	Jonesboro	EEUU	Lágrima
13	6	2020	5:25	Salisbury	EEUU	Lágrima
12	6	2020	2:00	Chippewa Falls	EEUU	Lágrima
8	6	2020	21:00	Smyrna	EEUU	Lágrima
3	6	2020	21:15	Los Angeles	EEUU	Lágrima
26	5	2020	1:00	Dallas	EEUU	Lágrima
6	5	2020	10:38	Fishers	EEUU	Lágrima
1	5	2020	2:38	Newburgh Heights	EEUU	Lágrima
20	4	2020	20:30	Calera	EEUU	Lágrima
31	3	2020	20:43	New Braunfels	EEUU	Lágrima
15	3	2020	1:00	Itmann	EEUU	Lágrima
8	3	2020	18:41	Rochester	EEUU	Lágrima
6	3	2020	15:00	Port Angeles	EEUU	Lágrima
4	3	2020	19:17	La Center	EEUU	Lágrima
26	2	2020	4:54	Northeast of Mar Vista, Los Angeles	EEUU	Lágrima
23	2	2020	20:00	Lake Elmo	EEUU	Lágrima
15	2	2020	20:00	Redlands	EEUU	Lágrima
28	1	2020	5:30	Green River	EEUU	Lágrima
16	1	2020	15:00	Middle Village	EEUU	Lágrima
6	1	2020	12:00	Pampa	EEUU	Lágrima
5	1	2020	12:05	Tuscaloosa	EEUU	Lágrima
3	1	2020	13:00	Whiterock	EEUU	Lágrima
23	12	2019	20:19	Beckley	EEUU	Lágrima
18	12	2019	0:28	Aurora	EEUU	Lágrima
15	12	2019	6:39	Santa Monica	EEUU	Lágrima
12	12	2019	17:27	Woodbridge	EEUU	Lágrima
10	12	2019	21:40	San Pedro	EEUU	Lágrima
14	11	2019	21:04	Bullhead City	EEUU	Lágrima
2	11	2019	18:40	Henderson	EEUU	Lágrima
28	10	2019	3:00	Phillipsville	EEUU	Lágrima
24	10	2019	7:00	Salt Lake City	EEUU	Lágrima
20	10	2019	1:15	Denton	EEUU	Lágrima
8	10	2019	17:55	Lucas	EEUU	Lágrima
7	10	2019	16:45	Carlsbad	EEUU	Lágrima
7	10	2019	16:45	Carlsbad	EEUU	Lágrima
29	9	2019	19:30	Santa Fe	EEUU	Lágrima
28	9	2019	18:57	Ranchos de Taos	EEUU	Lágrima
28	9	2019	13:00	Morristown	EEUU	Lágrima
25	9	2019	4:07	Scottsdale	EEUU	Lágrima
19	9	2019	6:00	Chicago	EEUU	Lágrima
18	9	2019	19:24	Henderson	EEUU	Lágrima
6	9	2019	20:50	Kenosha	EEUU	Lágrima
15	8	2019	21:28	Comer	EEUU	Lágrima
15	8	2019	1:28	Saint Clair Shores (Canada)	EEUU	Lágrima
13	8	2019	20:15	Vancouver (Canada)	Canada	Lágrima
8	8	2019	23:15	Aurora	EEUU	Lágrima
28	7	2019	1:10	Bayonne	EEUU	Lágrima
4	7	2019	23:45	Lincoln Park	EEUU	Lágrima
4	7	2019	21:09	Imperial Beach	EEUU	Lágrima
29	6	2019	2:00	Ruskin (near)	EEUU	Lágrima
25	6	2019	0:55	Jacksonville	EEUU	Lágrima
23	6	2019	2:00	Statesville	EEUU	Lágrima
20	6	2019	0:00	Hardy	EEUU	Lágrima
17	6	2019	10:47	Challis	EEUU	Lágrima
13	6	2019	17:11	Virginia Beach	EEUU	Lágrima
4	6	2019	5:45	Millersville	EEUU	Lágrima
27	5	2019	23:00	Colchester	EEUU	Lágrima
6	5	2019	14:19	Warda	EEUU	Lágrima
5	5	2019	0:00	Oakville (Canada)	Canada	Lágrima
17	4	2019	2:00	Ottawa (Carleton) (Canada)	Canada	Lágrima
17	4	2019	2:00	Ottawa (Canada)	Canada	Lágrima
30	3	2019	23:56	Decatur	EEUU	Lágrima
4	3	2019	0:00	Lemoyne	EEUU	Lágrima
10	1	2019	18:10	West Seneca	EEUU	Lágrima
31	12	2018	0:00	Schaumburg	EEUU	Lágrima
28	12	2018	21:04	Webster	EEUU	Lágrima
14	12	2018	4:00	Chewelah	EEUU	Lágrima
10	12	2018	17:50	Troy	EEUU	Lágrima
24	11	2018	4:30	Lancaster	EEUU	Lágrima
17	11	2018	16:25	Chambersburg	EEUU	Lágrima
17	11	2018	16:25	Chambersburg	EEUU	Lágrima
4	9	2018	18:30	Deming	EEUU	Lágrima
1	9	2018	0:10	Kanab	EEUU	Lágrima
29	8	2018	18:30	Sioux Falls	EEUU	Lágrima
20	8	2018	0:00	Calgary (Canada)	Canada	Lágrima
8	7	2018	20:40	Omaha	EEUU	Lágrima
29	6	2018	9:00	Fairview	EEUU	Lágrima
12	3	2018	21:30	Tijeras	EEUU	Lágrima
5	3	2018	9:00	El Cajon	EEUU	Lágrima
10	2	2018	18:30	St. Cloud	EEUU	Lágrima
19	1	2018	19:49	Vero Beach	EEUU	Lágrima
18	1	2018	22:52	Burnet	EEUU	Lágrima
16	1	2018	20:25	Canton	EEUU	Lágrima
27	12	2017	21:30	Corte Madera-Mt. Tamalpais	EEUU	Lágrima
26	12	2017	17:55	Hartford	EEUU	Lágrima
24	12	2017	18:15	Palm Desert	EEUU	Lágrima
15	12	2017	23:35	Walter Hill	EEUU	Lágrima
4	12	2017	21:15	St. Augustine	EEUU	Lágrima
1	12	2017	19:35	Jackson	EEUU	Lágrima
24	11	2017	18:00	Alexandria	EEUU	Lágrima
24	11	2017	4:00	Scottsdale	EEUU	Lágrima
10	11	2017	21:20	Grass Lake	EEUU	Lágrima
10	11	2017	21:17	Hartford	EEUU	Lágrima
10	11	2017	16:09	Port Coquitlam (Canada)	Canada	Lágrima
20	10	2017	23:30	Dominion City (North of)(Canada)	Canada	Lágrima
20	10	2017	8:35	New Paltz	EEUU	Lágrima
18	10	2017	21:40	Waxhaw	EEUU	Lágrima
17	10	2017	1:00	Denver	EEUU	Lágrima
16	10	2017	20:10	Forest Grove	EEUU	Lágrima
6	10	2017	23:45	Ottawa (Canada)	Canada	Lágrima
3	10	2017	17:00	Page	EEUU	Lágrima
1	10	2017	19:00	Tucson	EEUU	Lágrima
26	9	2017	20:37	Conway	EEUU	Lágrima
20	9	2017	3:30	Chandler	EEUU	Lágrima
9	9	2017	12:04	Florence	EEUU	Lágrima
24	8	2017	12:00	Phoenix	EEUU	Lágrima
22	8	2017	20:20	Duncansville	EEUU	Lágrima
19	8	2017	21:00	Springhill	EEUU	Lágrima
1	8	2017	19:50	Newhall	EEUU	Lágrima
29	7	2017	21:55	Black Diamond	EEUU	Lágrima
23	7	2017	22:00	Richmond	EEUU	Lágrima
10	7	2017	0:30	Richland	EEUU	Lágrima
8	7	2017	11:00	Lisburn (Northern Ireland)	Reino Unido	Lágrima
7	7	2017	0:30	Anahiem	EEUU	Lágrima
11	6	2017	19:00	Turnersville	EEUU	Lágrima
5	6	2017	16:45	Las Vegas	EEUU	Lágrima
15	5	2017	14:16	North Las Vegas	EEUU	Lágrima
10	5	2017	1:00	Memphis	EEUU	Lágrima
4	5	2017	18:30	Phoenix	EEUU	Lágrima
18	4	2017	14:30	New York City (upper West Side)	EEUU	Lágrima
14	4	2017	22:05	Woodsville	EEUU	Lágrima
18	3	2017	21:45	Washington	EEUU	Lágrima
5	3	2017	20:00	Holbrook	EEUU	Lágrima
25	2	2017	13:15	Broomfield	EEUU	Lágrima
14	2	2017	16:15	Baghdad (Iraq)	Iraq	Lágrima
28	1	2017	23:30	Trinity	EEUU	Lágrima
27	1	2017	22:45	Mays Landing	EEUU	Lágrima
7	1	2017	21:30	Newcastle	EEUU	Lágrima
23	12	2016	12:00	Melbourne (Australia)	Australia	Lágrima
15	11	2016	14:00	Tahlequah	EEUU	Lágrima
11	11	2016	5:30	Gilcrest	EEUU	Lágrima
10	11	2016	21:43	Colby (south of)	EEUU	Lágrima
1	11	2016	5:30	Austin	EEUU	Lágrima
27	10	2016	22:40	Norman	EEUU	Lágrima
27	10	2016	12:26	Stillwater	EEUU	Lágrima
26	10	2016	14:40	Vallejo	EEUU	Lágrima
20	10	2016	20:13	Clarkson	EEUU	Lágrima
19	10	2016	15:31	Alvaton	EEUU	Lágrima
14	10	2016	18:30	New York City (Queens)	EEUU	Lágrima
10	10	2016	21:30	Norwood	EEUU	Lágrima
1	10	2016	0:00	Santa Rosa Beach	EEUU	Lágrima
1	10	2016	20:35	San Jose	EEUU	Lágrima
27	9	2016	15:10	Amarillo	EEUU	Lágrima
26	9	2016	12:30	Antioch	EEUU	Lágrima
22	9	2016	16:10	Lyndhurst	EEUU	Lágrima
8	9	2016	18:15	Fayetteville	EEUU	Lágrima
8	9	2016	18:00	Durham	EEUU	Lágrima
10	8	2016	21:00	Framingham	EEUU	Lágrima
28	7	2016	0:00	Virginia Beach	EEUU	Lágrima
27	7	2016	21:35	Oxnard	EEUU	Lágrima
24	7	2016	20:00	Vacaville	EEUU	Lágrima
18	7	2016	20:00	Bangkok (Thailand)	Thailand	Lágrima
18	7	2016	2:30	O'Fallon	EEUU	Lágrima
16	7	2016	19:30	Waupaca	EEUU	Lágrima
16	7	2016	3:30	Rochester	EEUU	Lágrima
14	7	2016	21:30	Portland	EEUU	Lágrima
11	7	2016	23:00	Henderson	EEUU	Lágrima
9	7	2016	10:32	Gray	EEUU	Lágrima
7	7	2016	21:30	Tucson	EEUU	Lágrima
27	6	2016	22:20	Grand Rapids	EEUU	Lágrima
16	6	2016	21:45	Gatineau (Canada)	Canada	Lágrima
6	6	2016	14:00	Pleasanton	EEUU	Lágrima
2	6	2016	16:00	Hurst	EEUU	Lágrima
14	5	2016	21:15	Garden City	EEUU	Lágrima
5	5	2016	16:00	Fort McMurray (Canada)	Canada	Lágrima
29	4	2016	21:54	Castiac	EEUU	Lágrima
22	4	2016	0:30	Seattle	EEUU	Lágrima
15	4	2016	23:00	Hilton Head	EEUU	Lágrima
3	4	2016	2:06	Columbia	EEUU	Lágrima
26	3	2016	20:00	West Newbury	EEUU	Lágrima
23	3	2016	20:18	Mesa	EEUU	Lágrima
12	3	2016	22:06	New Cumberland	EEUU	Lágrima
22	2	2016	6:15	Preston	EEUU	Lágrima
19	2	2016	21:15	Hoffman	EEUU	Lágrima
16	2	2016	19:14	Arlington	EEUU	Lágrima
11	2	2016	6:40	Cerritos	EEUU	Lágrima
10	2	2016	5:20	San Ramon	EEUU	Lágrima
4	2	2016	17:00	Los Angeles (Venice Beach)	EEUU	Lágrima
1	2	2016	11:58	Kearns	EEUU	Lágrima
13	1	2016	18:05	Longview	EEUU	Lágrima
11	1	2016	21:00	Biloxi	EEUU	Lágrima
10	1	2016	16:53	Denver	EEUU	Lágrima
9	1	2016	18:15	Yarmouth	EEUU	Lágrima
3	1	2016	1:15	Southington	EEUU	Lágrima
18	12	2015	18:00	Belleville	EEUU	Lágrima
5	12	2015	4:18	Paris	EEUU	Lágrima
4	12	2015	20:00	Smithville	EEUU	Lágrima
27	11	2015	20:40	Middletown	EEUU	Lágrima
23	11	2015	17:30	Fort Oglethorpe	EEUU	Lágrima
22	11	2015	16:15	Rohnert Park	EEUU	Lágrima
19	11	2015	20:50	Hendersonville	EEUU	Lágrima
19	11	2015	17:03	Phoenix	EEUU	Lágrima
7	11	2015	18:15	Modesto	EEUU	Lágrima
6	11	2015	19:05	Conroe	EEUU	Lágrima
31	10	2015	20:00	Wayland	EEUU	Lágrima
8	10	2015	10:05	Fresno	EEUU	Lágrima
8	10	2015	10:05	Fresno	EEUU	Lágrima
1	10	2015	8:00	Perryville	EEUU	Lágrima
27	9	2015	22:00	Narragansett	EEUU	Lágrima
27	9	2015	18:00	Los Angeles	EEUU	Lágrima
21	9	2015	21:30	Hoschton	EEUU	Lágrima
21	9	2015	0:00	Greenville	EEUU	Lágrima
14	9	2015	19:10	Manchester	EEUU	Lágrima
13	9	2015	17:45	Shreveport	EEUU	Lágrima
12	9	2015	2:30	Van Horn	EEUU	Lágrima
8	9	2015	20:00	Myrtle Beach	EEUU	Lágrima
2	9	2015	6:10	North Port	EEUU	Lágrima
1	9	2015	23:00	Spring City	EEUU	Lágrima
30	8	2015	23:05	Hilo	EEUU	Lágrima
17	8	2015	23:30	Dorset (UK/England)	Reino Unido	Lágrima
14	8	2015	23:30	Stoughton	EEUU	Lágrima
30	7	2015	23:00	West Stockbridge	EEUU	Lágrima
12	7	2015	21:15	Anderson	EEUU	Lágrima
12	7	2015	0:06	Westminster	EEUU	Lágrima
4	7	2015	22:00	Tomahawk	EEUU	Lágrima
29	6	2015	14:00	Mount Sterling	EEUU	Lágrima
22	6	2015	21:35	Stratford	EEUU	Lágrima
13	6	2015	22:50	Dallas	EEUU	Lágrima
2	6	2015	19:01	Florianopolis (Brazil)	Brasil	Lágrima
24	5	2015	21:20	Ridgeland	EEUU	Lágrima
30	4	2015	19:10	South St. Paul	EEUU	Lágrima
18	4	2015	23:00	Toronto (Canada)	Canada	Lágrima
9	4	2015	9:52	Reno	EEUU	Lágrima
8	4	2015	22:00	Kathleen	EEUU	Lágrima
5	4	2015	19:47	Wallington/Passaic	EEUU	Lágrima
3	4	2015	20:35	Las Vegas	EEUU	Lágrima
1	4	2015	22:45	Belmont	EEUU	Lágrima
30	3	2015	22:05	Franklin	EEUU	Lágrima
23	3	2015	0:00	Wallingford	EEUU	Lágrima
22	3	2015	0:15	North Reading	EEUU	Lágrima
17	3	2015	22:28	State College	EEUU	Lágrima
12	3	2015	21:00	San Antonio	EEUU	Lágrima
7	3	2015	23:50	Tehachapi	EEUU	Lágrima
7	3	2015	4:00	Blue Diamond	EEUU	Lágrima
20	2	2015	21:00	Cape Coral	EEUU	Lágrima
18	2	2015	12:13	Tempe	EEUU	Lágrima
18	2	2015	0:08	Tempe	EEUU	Lágrima
15	2	2015	18:30	High Point	EEUU	Lágrima
6	2	2015	18:20	Lake Elsinore	EEUU	Lágrima
3	2	2015	21:00	San Jose	EEUU	Lágrima
2	2	2015	18:30	Columbia	EEUU	Lágrima
29	1	2015	22:32	Billings	EEUU	Lágrima
25	1	2015	0:30	Bend	EEUU	Lágrima
1	1	2015	0:07	Cape Coral	EEUU	Lágrima
25	12	2014	0:00	Cabo San Lucas (Baja California)(Mexico)	Mexico	Lágrima
17	12	2014	19:30	Luxora	EEUU	Lágrima
13	12	2014	17:40	Myrtle Beach	EEUU	Lágrima
27	11	2014	18:10	Glendale	EEUU	Lágrima
2	11	2014	1:00	South Bend	EEUU	Lágrima
1	11	2014	18:40	San Diego	EEUU	Lágrima
25	10	2014	18:30	New Orleans	EEUU	Lágrima
24	10	2014	22:17	Northlake	EEUU	Lágrima
21	10	2014	10:30	Antioch	EEUU	Lágrima
19	10	2014	23:00	Escondido	EEUU	Lágrima
17	10	2014	0:43	Pittsfield	EEUU	Lágrima
10	10	2014	6:20	Fresno	EEUU	Lágrima
5	10	2014	23:00	San Jose	EEUU	Lágrima
4	10	2014	8:50	Gilbert	EEUU	Lágrima
22	9	2014	17:00	Florien	EEUU	Lágrima
14	9	2014	22:55	Lavale	EEUU	Lágrima
14	9	2014	22:00	Daytona Beach	EEUU	Lágrima
13	9	2014	19:42	Santa Fe	EEUU	Lágrima
11	9	2014	10:10	Olympia	EEUU	Lágrima
5	9	2014	22:00	Clements	EEUU	Lágrima
2	9	2014	22:35	Fort Collins	EEUU	Lágrima
2	9	2014	21:00	Newton	EEUU	Lágrima
31	8	2014	22:30	Scribner	EEUU	Lágrima
28	8	2014	22:28	West Hills	EEUU	Lágrima
19	8	2014	7:40	Yellowstone National Park	EEUU	Lágrima
12	8	2014	13:30	Sioux Falls	EEUU	Lágrima
7	8	2014	16:30	Cherry grove	EEUU	Lágrima
19	7	2014	21:40	Palm Springs	EEUU	Lágrima
16	7	2014	22:00	Uknown	EEUU	Lágrima
8	7	2014	No especificado	Joplin	EEUU	Lágrima
4	7	2014	22:30	Mooresville	EEUU	Lágrima
4	7	2014	22:00	O'Fallon	EEUU	Lágrima
28	6	2014	20:00	Ashleigh Lake	EEUU	Lágrima
21	6	2014	22:30	Battle Ground	EEUU	Lágrima
21	6	2014	4:45	New Baden	EEUU	Lágrima
16	6	2014	22:00	St. Louis	EEUU	Lágrima
6	6	2014	20:20	Sunrise	EEUU	Lágrima
1	6	2014	19:30	Portland	EEUU	Lágrima
31	5	2014	21:24	Slinger	EEUU	Lágrima
24	5	2014	13:30	Incline Village	EEUU	Lágrima
20	5	2014	No especificado	Miramar	EEUU	Lágrima
15	5	2014	19:00	North Waterboro	EEUU	Lágrima
10	5	2014	20:30	Cape Neddick	EEUU	Lágrima
3	5	2014	22:00	Mount Hope (Canada)	Canada	Lágrima
2	5	2014	23:00	Rexton	Canada	Lágrima
29	4	2014	2:15	Crescent City	EEUU	Lágrima
9	4	2014	20:45	West Orange	EEUU	Lágrima
9	4	2014	11:00	Waxahachie	EEUU	Lágrima
31	3	2014	9:30	Orlando	EEUU	Lágrima
30	3	2014	3:00	Flat Rock	EEUU	Lágrima
26	3	2014	15:00	Orlando	EEUU	Lágrima
10	3	2014	19:50	Tehran (Iran)	Iran	Lágrima
8	3	2014	14:00	Pomona	EEUU	Lágrima
2	3	2014	1:30	Middlesex	EEUU	Lágrima
1	3	2014	6:00	No especificado	EEUU	Lágrima
28	2	2014	21:30	Canandaigua	EEUU	Lágrima
22	1	2014	19:37	New Braunfels	EEUU	Lágrima
20	1	2014	17:30	Lake Havasu	EEUU	Lágrima
16	1	2014	18:15	McAllen	EEUU	Lágrima
15	1	2014	12:00	Tallahassee	EEUU	Lágrima
13	1	2014	18:45	Greensboro	EEUU	Lágrima
12	1	2014	23:30	Newington (Canada)	Canada	Lágrima
12	1	2014	0:56	Lawton	EEUU	Lágrima
4	1	2014	2:50	Greensboro	EEUU	Lágrima
3	1	2014	1:00	Aston	EEUU	Lágrima
30	12	2013	10:30	Marco Island	EEUU	Lágrima
28	12	2013	13:00	Providence	EEUU	Lágrima
24	12	2013	22:15	Garden Grove	EEUU	Lágrima
17	12	2013	17:00	Las Vegas	EEUU	Lágrima
11	12	2013	17:45	Larsen	EEUU	Lágrima
3	12	2013	18:00	Royal Palm Beach	EEUU	Lágrima
28	11	2013	22:30	Pelham	EEUU	Lágrima
28	11	2013	14:00	Newbury	EEUU	Lágrima
12	11	2013	2:48	Lincoln City	EEUU	Lágrima
11	11	2013	20:10	Hamilton-Wenham	EEUU	Lágrima
30	10	2013	5:58	Sandpoint	EEUU	Lágrima
27	10	2013	20:30	Cincinnati	EEUU	Lágrima
21	10	2013	22:00	Cleveland	EEUU	Lágrima
4	10	2013	23:55	New York City (Bronx)	EEUU	Lágrima
4	10	2013	0:20	Seattle	EEUU	Lágrima
30	9	2013	7:30	Muskegon	EEUU	Lágrima
