DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA
8	1	2026	10:57:00		Brasil	Círculo
7	1	2026	19:35:00		EEUU	Círculo
7	1	2026	18:23:00	Heiskell	EEUU	Círculo
7	1	2026	3:45:00	Norfolk	EEUU	Círculo
6	1	2026	14:21:00	Fort Myers	EEUU	Círculo
6	1	2026	6:00:00		EEUU	Círculo
5	1	2026	9:30:00	Jostedal	Noruega	Círculo
4	1	2026	20:30:00	Fallbrook	EEUU	Círculo
4	1	2026	8:18:00	Helensburgh	Reino Unido	Círculo
3	1	2026	19:07:00	Peru	EEUU	Círculo
3	1	2026	0:53:00	New York	EEUU	Círculo
2	1	2026	19:16:00	Tucson	EEUU	Círculo
2	1	2026	19:16:00	Scottsdale	EEUU	Círculo
2	1	2026	6:53:00	Winter Garden	EEUU	Círculo
31	12	2025	23:10		Brasil	Círculo
31	12	2025	22:13	Schuylerville	EEUU	Círculo
30	12	2025	18:36	Växjö	Suecia	Círculo
30	12	2025	16:44	Tulua	Colombia	Círculo
29	12	2025	9:15	Newport News	EEUU	Círculo
28	12	2025	19:26	Okeechobee	EEUU	Círculo
27	12	2025	3:49	Madera	EEUU	Círculo
25	12	2025	16:13	Hamden	EEUU	Círculo
24	12	2025	7:07	Morden	Reino Unido	Círculo
23	12	2025	19:50	Poole	Reino Unido	Círculo
22	12	2025	5:28	Rural Retreat	EEUU	Círculo
19	12	2025	17:09	Roxbury Township	EEUU	Círculo
16	12	2025	8:25	Paso Robles	EEUU	Círculo
15	12	2025	18:32	Glennville	EEUU	Círculo
14	12	2025	20:30	Wingham	Canadá	Círculo
14	12	2025	18:29	Lake LeAnn	EEUU	Círculo
13	12	2025	20:10	Pierce	EEUU	Círculo
12	12	2025	19:30:00	Millheim	EEUU	Círculo
12	12	2025	7:35:00	Municipio de Hamilton	EEUU	Círculo
10	12	2025	19:52:00	Newcastle upon Tyne	Reino Unido	Círculo
8	12	2025	19:25:00	Sabana Westpunt	Curazao	Círculo
8	12	2025	18:00:00	Sherman	EEUU	Círculo
8	12	2025	5:42:00	Carson City	EEUU	Círculo
6	12	2025	15:24:00	Parque Unión	EEUU	Círculo
4	12	2025	16:37:00	Indianápolis	EEUU	Círculo
3	12	2025	22:40:00	Millville	EEUU	Círculo
1	12	2025	11:50:00	Lakewood	EEUU	Círculo
30	11	2025	23:20	Graham	EEUU	Círculo
30	11	2025	22:22		EEUU	Círculo
30	11	2025	19:01	Ciudad Bullhead	EEUU	Círculo
30	11	2025	5:51	Tambon Suranari	Tailandia	Círculo
29	11	2025	15:27	Lawrenceville	EEUU	Círculo
29	11	2025	5:38	Temuco	Chile	Círculo
29	11	2025	1:30	Nueva Orleans	EEUU	Círculo
28	11	2025	21:15	Hoyt	EEUU	Círculo
27	11	2025	20:30	Saltash	Reino Unido	Círculo
27	11	2025	19:30	Cambridge	EEUU	Círculo
27	11	2025	12:05	American Fork	EEUU	Círculo
26	11	2025	14:47	Denver	EEUU	Círculo
25	11	2025	23:32	Rugby	Reino Unido	Círculo
22	11	2025	19:10	Sonoma	EEUU	Círculo
21	11	2025	6:04	Melocotón	EEUU	Círculo
20	11	2025	23:48	Lisboa	EEUU	Círculo
20	11	2025	22:45	El Asentamiento de Bight	Islas Turcas y Caicos	Círculo
20	11	2025	19:00	João Pessoa	Brasil	Círculo
20	11	2025	17:49	West Kelowna	Canadá	Círculo
20	11	2025	5:00	Glaciar Oeste	EEUU	Círculo
19	11	2025	17:00	Otis Orchards-East Farms	EEUU	Círculo
18	11	2025	19:00	Kansas City	EEUU	Círculo
17	11	2025	18:17	Winterswijk	Países Bajos	Círculo
16	11	2025	18:15	Cardington	EEUU	Círculo
16	11	2025	13:20	Springfield	EEUU	Círculo
16	11	2025	5:02	Maltby	Reino Unido	Círculo
16	11	2025	5:00	Charleston	EEUU	Círculo
15	11	2025	18:05	Nettleton	EEUU	Círculo
14	11	2025	19:00	Columbia	EEUU	Círculo
13	11	2025	7:02	San Luis Potosí	México	Círculo
11	11	2025	23:00:00	Bandon	EEUU	Círculo
9	11	2025	5:28:00	Playa Delray	EEUU	Círculo
8	11	2025	20:42:00	Taupō	Nueva Zelanda	Círculo
7	11	2025	14:19:00	Rhyl	Reino Unido	Círculo
6	11	2025	19:40:00	Glenside	EEUU	Círculo
6	11	2025	13:35:00	Boonah	Australia	Círculo
5	11	2025	18:15:00	Lakewood	EEUU	Círculo
5	11	2025	18:08:00	Denver	EEUU	Círculo
4	11	2025	20:25:00	Coopersburg	EEUU	Círculo
4	11	2025	19:01:00	Sacramento	EEUU	Círculo
4	11	2025	18:05:00	Kensington	EEUU	Círculo
4	11	2025	18:01:00	Parkton	EEUU	Círculo
4	11	2025	16:15:00	En alta mar	Australia	Círculo
4	11	2025	2:16:00	Newark	EEUU	Círculo
2	11	2025	18:00:00	Phelps	EEUU	Círculo
2	11	2025	4:00:00	Kilcoo	Reino Unido	Círculo
1	11	2025	19:00:00	Ciudad Rápida	EEUU	Círculo
31	10	2025	18:30	Savar	Bangladés	Círculo
31	10	2025	8:21	Pino	EEUU	Círculo
30	10	2025	1:44	Key Largo	EEUU	Círculo
29	10	2025	21:57	Austin	EEUU	Círculo
29	10	2025	18:29	Dublín	Irlanda	Círculo
28	10	2025	22:20	Redwood City	EEUU	Círculo
28	10	2025	11:10	Capadocia	Turquía	Círculo
27	10	2025	21:15	Aurora	EEUU	Círculo
27	10	2025	20:41	Caerwent	Reino Unido	Círculo
26	10	2025	15:30	Cornelius	EEUU	Círculo
25	10	2025	7:29		EEUU	Círculo
22	10	2025	22:00	Topeka	EEUU	Círculo
22	10	2025	7:44	Puerto Snug	EEUU	Círculo
21	10	2025	22:48	Calgary	Canadá	Círculo
19	10	2025	21:30	Vigo	EEUU	Círculo
19	10	2025	19:00	Caguas	Puerto Rico	Círculo
19	10	2025	17:50	Hawley	EEUU	Círculo
18	10	2025	23:39	Farmington	EEUU	Círculo
18	10	2025	20:00	Springfield	EEUU	Círculo
18	10	2025	19:57	Hayward	EEUU	Círculo
18	10	2025	19:30	Belfrayden	Australia	Círculo
15	10	2025	6:15	Pueblo de Lakewood	EEUU	Círculo
14	10	2025	19:30	Wilkes-Barre	EEUU	Círculo
14	10	2025	0:00	Columbia	EEUU	Círculo
11	10	2025	19:48:00	Glenville	EEUU	Círculo
10	10	2025	22:00:00	Bakersfield	EEUU	Círculo
10	10	2025	21:00:00	Ravdoucha	Grecia	Círculo
10	10	2025	6:00:00	Friendswood	EEUU	Círculo
9	10	2025	20:47:00	Sierra Brooks	EEUU	Círculo
8	10	2025	17:55:00	Austin	EEUU	Círculo
8	10	2025	3:40:00	San Antonio	EEUU	Círculo
6	10	2025	20:01:00	High Ridge	EEUU	Círculo
5	10	2025	18:47:00	New Salem	EEUU	Círculo
5	10	2025	5:50:00	Seaham	Reino Unido	Círculo
5	10	2025	4:45:00	Malvern	EEUU	Círculo
4	10	2025	15:00:00	Loomis	EEUU	Círculo
4	10	2025	5:00:00	Caldwell	EEUU	Círculo
3	10	2025	22:05:00	San Felipe	México	Círculo
3	10	2025	22:00:00	Wilmington	EEUU	Círculo
3	10	2025	21:40:00	Moundville	EEUU	Círculo
3	10	2025	20:22:00	Placitas	EEUU	Círculo
2	10	2025	21:00:00	Wappapello	EEUU	Círculo
2	10	2025	14:41:00	Mouttagiaka	Chipre	Círculo
1	10	2025	22:30:00		Grecia	Círculo
1	10	2025	20:18:00	Mount Desert	EEUU	Círculo
1	10	2025	19:00:00	Seymour	EEUU	Círculo
1	10	2025	3:20:00	Crossville	EEUU	Círculo
29	9	2025	18:30	Martínez	EEUU	Círculo
28	9	2025	20:19	Los Gatos	EEUU	Círculo
28	9	2025	19:31	Yates	EEUU	Círculo
28	9	2025	19:25	Alimusinas	Grecia	Círculo
28	9	2025	6:15	Valle de Spokane	EEUU	Círculo
27	9	2025	21:25	Los Ángeles	EEUU	Círculo
26	9	2025	20:30	Milford	EEUU	Círculo
26	9	2025	19:30	Bozeman	EEUU	Círculo
26	9	2025	19:20	Flecha rota	EEUU	Círculo
26	9	2025	19:19	Budapest	Hungría	Círculo
25	9	2025	23:53	Birmingham	Reino Unido	Círculo
25	9	2025	4:10	San Marcos	EEUU	Círculo
24	9	2025	20:01	Nanchital de Lázaro Cárdenas del Río	México	Círculo
22	9	2025	22:20	Sunnyvale	EEUU	Círculo
22	9	2025	0:30	Oliver	EEUU	Círculo
20	9	2025	3:35	Gran Marais	EEUU	Círculo
19	9	2025	21:45	Tsa Xana 18	Canadá	Círculo
17	9	2025	22:00	Hialeah	EEUU	Círculo
17	9	2025	21:47	North Vancouver	Canadá	Círculo
16	9	2025	22:06	Verde	EEUU	Círculo
16	9	2025	4:06	Güelfo	Canadá	Círculo
14	9	2025	19:08	Los Lunas	EEUU	Círculo
14	9	2025	15:53	Douglas	EEUU	Círculo
13	9	2025	21:10	Charleston	EEUU	Círculo
13	9	2025	9:02	Annandale	EEUU	Círculo
12	9	2025	18:50:00	Playa West Palm	EEUU	Círculo
12	9	2025	6:35:00	Boise	EEUU	Círculo
10	9	2025	14:00:00	Cañón Oak Creek	EEUU	Círculo
9	9	2025	20:15:00	Ciudad de las Colines	EEUU	Círculo
9	9	2025	2:49:00	Bribri	Costa Rica	Círculo
7	9	2025	21:30:00	Smithfield	EEUU	Círculo
7	9	2025	20:38:00	Bolinda	Australia	Círculo
6	9	2025	21:06:00	Cumbre	EEUU	Círculo
5	9	2025	22:20:00		Australia	Círculo
5	9	2025	11:23:00	Schenectady	EEUU	Círculo
4	9	2025	20:20:00	Winchester	EEUU	Círculo
4	9	2025	1:30:00	Elko	EEUU	Círculo
4	9	2025	0:48:00	Calamba	Filipinas	Círculo
3	9	2025	12:15:00	Portaje	EEUU	Círculo
2	9	2025	5:36:00	Cruz	EEUU	Círculo
31	8	2025	21:00	Kastrup	Dinamarca	Círculo
27	8	2025	22:45	Manchester	Reino Unido	Círculo
27	8	2025	18:37	Auburn	EEUU	Círculo
26	8	2025	20:45	San José	EEUU	Círculo
25	8	2025	23:17	Municipio de Winslow	EEUU	Círculo
24	8	2025	3:30	Puente de Norte	EEUU	Círculo
23	8	2025	21:17	Belmont	EEUU	Círculo
22	8	2025	22:05	Eugene	EEUU	Círculo
22	8	2025	2:46	Angono	Filipinas	Círculo
21	8	2025	21:20	Wenatchee	EEUU	Círculo
21	8	2025	5:15	Birmingham	Reino Unido	Círculo
19	8	2025	19:00	Rochester	Reino Unido	Círculo
16	8	2025	20:00	East Granby	EEUU	Círculo
15	8	2025	23:59	Nashwauk	EEUU	Círculo
14	8	2025	21:50	Harrow	Reino Unido	Círculo
13	8	2025	22:35	Lago Fox	EEUU	Círculo
12	8	2025	22:10:00	Pownal	EEUU	Círculo
12	8	2025	9:25:00	Kent	EEUU	Círculo
11	8	2025	3:00:00	Burlington	EEUU	Círculo
11	8	2025	1:35:00	Jessore	Bangladés	Círculo
10	8	2025	19:50:00	Granjas Grosse Pointe	EEUU	Círculo
9	8	2025	21:00:00	Woodbine	EEUU	Círculo
9	8	2025	12:00:00	Cliffsend	Reino Unido	Círculo
8	8	2025	20:45:00	Arcadia	EEUU	Círculo
5	8	2025	22:09:00	Ćurilac	Montenegro	Círculo
5	8	2025	18:57:00	Seogwipo-si	Corea del Sur	Círculo
4	8	2025	23:57:00	Vilna	Lituania	Círculo
4	8	2025	22:24:00	Seneca Knolls	EEUU	Círculo
3	8	2025	13:15:00	Moffat	EEUU	Círculo
1	8	2025	20:06:00	Amravati	India	Círculo
31	7	2025	22:40	Ditton	Reino Unido	Círculo
30	7	2025	22:30	La Lima	Honduras	Círculo
30	7	2025	18:50	Los Ángeles	EEUU	Círculo
30	7	2025	18:43	Anolaima	Colombia	Círculo
30	7	2025	14:30	Dubrovnik	Croacia	Círculo
28	7	2025	23:30	Berwick	EEUU	Círculo
27	7	2025	22:30	Koma tou Gialou	Chipre	Círculo
25	7	2025	23:44	Phoenix	EEUU	Círculo
25	7	2025	21:53	Lexington	EEUU	Círculo
25	7	2025	20:00	Danville	EEUU	Círculo
22	7	2025	20:46	Edwardsburgh	Canadá	Círculo
22	7	2025	19:59	Northglenn	EEUU	Círculo
20	7	2025	22:30	Niagara Falls	EEUU	Círculo
20	7	2025	22:30	Fort Green	EEUU	Círculo
20	7	2025	18:50	Shoreline	EEUU	Círculo
18	7	2025	21:29	Warwick	EEUU	Círculo
18	7	2025	20:30		No especificado	Círculo
16	7	2025	23:00	Aspley	Australia	Círculo
16	7	2025	20:00	Los Angeles	EEUU	Círculo
15	7	2025	2:23	Los Banos	EEUU	Círculo
14	7	2025	23:20	Karaj	Irán	Círculo
14	7	2025	23:08	Olympia	EEUU	Círculo
14	7	2025	21:50	Clearfield	EEUU	Círculo
14	7	2025	19:00	Tbilisi	Georgia	Círculo
14	7	2025	18:47	Sioux Falls	EEUU	Círculo
13	7	2025	22:34	Colares	Portugal	Círculo
13	7	2025	21:38	Sterling Heights	EEUU	Círculo
12	7	2025	10:00:00	Pueblo	EEUU	Círculo
12	7	2025	1:16:00	Conselice	No especificado	Círculo
11	7	2025	19:50:00	Fortaleza	Brasil	Círculo
11	7	2025	10:02:00	Playa Norte de Myrtle	EEUU	Círculo
10	7	2025	0:15:00	Saucier	EEUU	Círculo
9	7	2025	21:41:00	Avilla	EEUU	Círculo
9	7	2025	21:00:00	Oconto	EEUU	Círculo
9	7	2025	20:30:00	Mogadore	EEUU	Círculo
9	7	2025	18:00:00	Rímini	Italia	Círculo
9	7	2025	0:58:00	Gainesville	EEUU	Círculo
8	7	2025	18:10:00	Cruce de Yarra	Australia	Círculo
8	7	2025	18:10:00	Cruce de Yarra	Australia	Círculo
8	7	2025	9:20:00	Pehchevo	Macedonia del Norte	Círculo
8	7	2025	1:54:00	Loanhead	Reino Unido	Círculo
7	7	2025	23:09:00	San Diego	EEUU	Círculo
7	7	2025	22:20:00	Filadelfia	EEUU	Círculo
6	7	2025	22:45:00	Buffalo	EEUU	Círculo
5	7	2025	21:14:00	Olympia	EEUU	Círculo
4	7	2025	22:20:00	Bartlesville	EEUU	Círculo
4	7	2025	21:35:00	Thornton	EEUU	Círculo
4	7	2025	20:52:00	Cloverdale	EEUU	Círculo
3	7	2025	14:10:00	New Bedford	EEUU	Círculo
3	7	2025	2:41:00	Playa de Qualicum	Canadá	Círculo
2	7	2025	22:15:00	Eskdale	Nueva Zelanda	Círculo
1	7	2025	20:40:00	Butwal	Nepal	Círculo
30	6	2025	14:15	Puerto de Santiago	España	Círculo
28	6	2025	13:47	Wheeling	EEUU	Círculo
28	6	2025	11:30	Ciudad de las Dunas	EEUU	Círculo
28	6	2025	5:37	Alicante	España	Círculo
25	6	2025	22:22	Royalton	EEUU	Círculo
25	6	2025	4:00	Presque Isle	EEUU	Círculo
25	6	2025	0:34	Pueblo de Mount Hood	EEUU	Círculo
25	6	2025	0:00	Basta	EEUU	Círculo
22	6	2025	20:15	Mequon	EEUU	Círculo
22	6	2025	19:25	Cedarburg	EEUU	Círculo
22	6	2025	2:45	Taylor	EEUU	Círculo
22	6	2025	0:10	Portsmouth	EEUU	Círculo
21	6	2025	22:33	Roberts Creek	Canadá	Círculo
21	6	2025	19:31	Evergreen	EEUU	Círculo
21	6	2025	3:57		Reino Unido	Círculo
21	6	2025	3:39	Hamden	EEUU	Círculo
20	6	2025	9:36		EEUU	Círculo
19	6	2025	14:45	Grand Rapids	EEUU	Círculo
18	6	2025	22:00	The Dalles	EEUU	Círculo
16	6	2025	22:15	Appleton	EEUU	Círculo
16	6	2025	22:00	Marysville	EEUU	Círculo
16	6	2025	20:41	Laguna Niguel	EEUU	Círculo
13	6	2025	22:53	Baymak	Rusia	Círculo
12	6	2025	22:14:00	Hellertown	EEUU	Círculo
11	6	2025	20:47:00	Branford	EEUU	Círculo
10	6	2025	23:00:00	Helena Flats	EEUU	Círculo
6	6	2025	23:09:00	Thomastown	Australia	Círculo
6	6	2025	0:00:00	Eastover	EEUU	Círculo
5	6	2025	2:30:00	Lancaster	EEUU	Círculo
4	6	2025	16:45:00	Nefi	EEUU	Círculo
4	6	2025	3:43:00		Costa Rica	Círculo
4	6	2025	0:28:00	Lewiston	EEUU	Círculo
1	6	2025	22:52:00	Roswell	EEUU	Círculo
1	6	2025	22:16:00	Salem	EEUU	Círculo
1	6	2025	4:00:00	Lewiston	EEUU	Círculo
30	5	2025	23:40	Kearney	EEUU	Círculo
30	5	2025	20:40	Sallisaw	EEUU	Círculo
29	5	2025	23:50	Condado de Yellowhead	Canadá	Círculo
29	5	2025	22:45	Kaufering	Alemania	Círculo
29	5	2025	21:40	Tucson	EEUU	Círculo
28	5	2025	19:41	Khagarpur	India	Círculo
28	5	2025	14:15	Hesperia	EEUU	Círculo
26	5	2025	2:13	Playa de Solana	EEUU	Círculo
25	5	2025	22:07	Fuerte Garland	EEUU	Círculo
25	5	2025	19:15	Tucson	EEUU	Círculo
24	5	2025	23:02	Puerto Hurón	EEUU	Círculo
24	5	2025	23:00	Boston	EEUU	Círculo
24	5	2025	21:30	Poplarville	EEUU	Círculo
21	5	2025	1:30	Alturas de La Habra	EEUU	Círculo
20	5	2025	19:20	Tucson	EEUU	Círculo
20	5	2025	6:55	Stafford	EEUU	Círculo
18	5	2025	22:05	Jacksonville	EEUU	Círculo
18	5	2025	3:30	Bokarina	Australia	Círculo
17	5	2025	21:00	LaFollette	EEUU	Círculo
16	5	2025	22:35	LaGrange	EEUU	Círculo
16	5	2025	14:00	Waterlooville	Reino Unido	Círculo
15	5	2025	22:52	Willis	EEUU	Círculo
15	5	2025	5:11	Lago Big Bear	EEUU	Círculo
14	5	2025	11:20	L'Arbresle	Francia	Círculo
14	5	2025	0:00		Reino Unido	Círculo
13	5	2025	0:56	Portland	EEUU	Círculo
12	5	2025	21:46:00	Vancouver	Canadá	Círculo
11	5	2025	19:43:00	Dickinson	EEUU	Círculo
11	5	2025	16:22:00	Denver	EEUU	Círculo
11	5	2025	10:00:00	Plymouth	EEUU	Círculo
10	5	2025	5:45:00	Pompano Beach	EEUU	Círculo
9	5	2025	5:44:00	Palm Coast	EEUU	Círculo
8	5	2025	21:25:00	Milwaukee	EEUU	Círculo
8	5	2025	0:00:00	Douglas	EEUU	Círculo
7	5	2025	22:51:00	Rath	India	Círculo
7	5	2025	22:50:00	Santa Cruz de Tenerife	España	Círculo
6	5	2025	23:40:00	Bray	Irlanda	Círculo
6	5	2025	21:49:00	Terlingua	EEUU	Círculo
6	5	2025	21:30:00	Myrtle Beach	EEUU	Círculo
6	5	2025	19:48:00	Gilbert	EEUU	Círculo
6	5	2025	0:30:00	East Rutherford	EEUU	Círculo
5	5	2025	0:00:00	Glen Burnie	EEUU	Círculo
4	5	2025	17:31:00	Recife	Brasil	Círculo
4	5	2025	8:13:00	Whangārei	Nueva Zelanda	Círculo
3	5	2025	22:45:00	Shermans Dale	EEUU	Círculo
3	5	2025	20:10:00	Cañón Dorado	EEUU	Círculo
3	5	2025	19:38:00		India	Círculo
2	5	2025	21:15:00		EEUU	Círculo
1	5	2025	23:20:00	Fort Worth	EEUU	Círculo
1	5	2025	22:11:00	Jerusalén	Israel	Círculo
1	5	2025	21:23:00	Lázaro Cárdenas	México	Círculo
1	5	2025	19:00:00		Sudáfrica	Círculo
30	4	2025	23:10	Tucson	EEUU	Círculo
30	4	2025	21:20	Kingston	EEUU	Círculo
29	4	2025	21:45	Lake Placid	EEUU	Círculo
29	4	2025	16:58	Failsworth	Reino Unido	Círculo
29	4	2025	10:30	Sarasota	EEUU	Círculo
28	4	2025	22:20	San Petersburgo	EEUU	Círculo
28	4	2025	21:15	Chester	EEUU	Círculo
28	4	2025	21:03	Scottsdale	EEUU	Círculo
28	4	2025	14:30	Bossier City	EEUU	Círculo
28	4	2025	13:21	Londres	Reino Unido	Círculo
27	4	2025	23:33	Danville	EEUU	Círculo
27	4	2025	21:44	Molinos de Moscú	EEUU	Círculo
27	4	2025	21:30	Phoenix	EEUU	Círculo
27	4	2025	20:59	Los Ángeles	EEUU	Círculo
27	4	2025	20:40	Duncan	EEUU	Círculo
27	4	2025	20:40	Valle de San Tan	EEUU	Círculo
27	4	2025	20:30	Prescott	EEUU	Círculo
27	4	2025	11:31	Cali	Colombia	Círculo
26	4	2025	21:00	Albuquerque	EEUU	Círculo
26	4	2025	5:45	Long Beach	EEUU	Círculo
21	4	2025	20:56	Coamo	Puerto Rico	Círculo
21	4	2025	19:55	Albany	EEUU	Círculo
20	4	2025	22:00	Hartselle	EEUU	Círculo
20	4	2025	4:50	Madera	EEUU	Círculo
20	4	2025	4:30	Lago Orión	EEUU	Círculo
19	4	2025	22:29	Boiro	España	Círculo
19	4	2025	10:52		EEUU	Círculo
18	4	2025	20:16	Cambridge	Canadá	Círculo
18	4	2025	13:00	Mónaco	Mónaco	Círculo
16	4	2025	22:00	Massanutten	EEUU	Círculo
14	4	2025	1:32	Pierceland	Canadá	Círculo
13	4	2025	22:15	Aartselaar	Bélgica	Círculo
13	4	2025	3:59	Fort Drum	EEUU	Círculo
12	4	2025	21:31:00	Trinidad	EEUU	Círculo
12	4	2025	21:30:00	Keene	EEUU	Círculo
12	4	2025	21:30:00	Boerne	EEUU	Círculo
12	4	2025	19:24:00	Scottsdale	EEUU	Círculo
11	4	2025	23:00:00	Asentamiento de Miller Creek	EEUU	Círculo
11	4	2025	21:14:00	Junee	Australia	Círculo
11	4	2025	15:42:00		No especificado	Círculo
10	4	2025	20:58:00	Livingston	EEUU	Círculo
10	4	2025	5:00:00	Azul	EEUU	Círculo
9	4	2025	22:38:00	Phoenix	EEUU	Círculo
9	4	2025	20:00:00	Los Alamitos	EEUU	Círculo
9	4	2025	19:30:00	Los Alamitos	EEUU	Círculo
9	4	2025	18:01:00	Howrah	India	Círculo
8	4	2025	20:32:00	Khulna	Bangladés	Círculo
7	4	2025	22:00:00	Rufus	EEUU	Círculo
7	4	2025	16:20:00	Bristol	Reino Unido	Círculo
6	4	2025	20:45:00	Windsor Sur	EEUU	Círculo
6	4	2025	15:35:00	Azusa	EEUU	Círculo
6	4	2025	4:17:00	Nueva York	EEUU	Círculo
5	4	2025	22:38:00	Aberystwyth	Reino Unido	Círculo
5	4	2025	22:15:00	Dindigul	India	Círculo
5	4	2025	20:45:00	Eugene	EEUU	Círculo
5	4	2025	20:30:00	Evans	EEUU	Círculo
5	4	2025	1:47:00	Taynuilt	Reino Unido	Círculo
3	4	2025	20:15:00	North Warren	EEUU	Círculo
2	4	2025	21:03:00	Memphis	EEUU	Círculo
1	4	2025	21:22:00	Ciudad Océano	EEUU	Círculo
31	3	2025	21:02	Birecik	Turquía	Círculo
31	3	2025	20:46	Pinon	EEUU	Círculo
28	3	2025	21:32	Hilliard	EEUU	Círculo
28	3	2025	20:15	Long Lake	EEUU	Círculo
27	3	2025	22:22	9 de Abril	Argentina	Círculo
26	3	2025	8:13	Mesa	EEUU	Círculo
24	3	2025	22:22	Covington	EEUU	Círculo
24	3	2025	21:00	Heerlen	Países Bajos	Círculo
22	3	2025	15:55	Naranja	EEUU	Círculo
19	3	2025	23:00	Lakewood	EEUU	Círculo
19	3	2025	20:43	Bidwell	EEUU	Círculo
19	3	2025	20:25	Deltona	EEUU	Círculo
18	3	2025	18:43	Princeville	EEUU	Círculo
17	3	2025	23:38	Jacksonville	EEUU	Círculo
17	3	2025	21:25	Casa Grande	EEUU	Círculo
15	3	2025	20:20	Westbury	Reino Unido	Círculo
15	3	2025	20:04	Cranleigh	Reino Unido	Círculo
15	3	2025	6:10	Avila Beach	EEUU	Círculo
14	3	2025	22:55	Sukkur	Pakistan	Círculo
14	3	2025	21:00	Mammoth Cave	EEUU	Círculo
14	3	2025	20:30	Nickelsville	EEUU	Círculo
14	3	2025	19:40	Nashville	EEUU	Círculo
14	3	2025	12:01	Aledo	EEUU	Círculo
11	3	2025	20:10:00	La Porte	EEUU	Círculo
11	3	2025	19:17:00	Gurugram	India	Círculo
11	3	2025	6:40:00	Marietta	EEUU	Círculo
10	3	2025	23:50:00		Thailand	Círculo
10	3	2025	20:02:00	Casper	EEUU	Círculo
6	3	2025	18:44:00	Riverview	EEUU	Círculo
6	3	2025	18:40:00	Jacksonville	EEUU	Círculo
5	3	2025	21:11:00		Brasil	Círculo
4	3	2025	20:55:00	Herbert	Canadá	Círculo
2	3	2025	20:11:00	Blairsville	EEUU	Círculo
1	3	2025	21:45:00	Caboolture	Australia	Círculo
1	3	2025	19:30:00	Lakewood	EEUU	Círculo
28	2	2025	22:36	Ingenioso	EEUU	Círculo
28	2	2025	20:55	Elmira	EEUU	Círculo
28	2	2025	13:50	Fuerte Payne	EEUU	Círculo
27	2	2025	20:00	Wallaceburg	Canadá	Círculo
27	2	2025	3:24	Gunnison	EEUU	Círculo
26	2	2025	19:31	Glenn Dale	EEUU	Círculo
25	2	2025	21:05	Florencia	EEUU	Círculo
24	2	2025	19:30	Big Sur	EEUU	Círculo
24	2	2025	15:11	Estambul	Turquía	Círculo
23	2	2025	3:56	San Antonio	EEUU	Círculo
22	2	2025	2:00	Bodmin	Reino Unido	Círculo
22	2	2025	1:25	Pino azucarero	EEUU	Círculo
21	2	2025	19:39	San Juan	Canadá	Círculo
21	2	2025	17:55	Tampa	EEUU	Círculo
21	2	2025	9:52	Murrieta	EEUU	Círculo
20	2	2025	1:44	Tacoma	EEUU	Círculo
19	2	2025	19:41	Bharatpur	India	Círculo
18	2	2025	22:08	Costa India	EEUU	Círculo
